,stationid,tempc,feelsc,windspeed_kph,winddir_deg,pressure_mb,precip_mm,humidity,visibility_km,cloud,weather_code,extra_weather_text,uvindex,isday,updatedon,lat,lon
160,82251,11,10.06,6.8,40.0,1025.1,0.0,71.0,10.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,23.1399993896484,113.319999694824
161,82917,16,16.0,11.2,40.0,1022.0,0.0,94.0,10.0,75.0,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,20.0300006866455,110.349998474121
162,83250,4,1.45,6.8,50.0,1031.8,0.0,60.0,8.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,30.2299995422363,120.169998168945
163,83583,-19,-24.82,6.8,240.0,1022.0,0.0,77.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,45.75,126.769996643066
164,83916,-12,-14.72,11.2,40.0,1030.1,0.0,56.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,40.8199996948242,111.680000305176
165,84249,13,10.98,11.2,350.0,1024.0,0.0,72.0,10.0,75.0,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,22.3299999237061,114.180000305176
166,84915,-8.1,-14.1,13.7,63.5,1035.0,0.0,36.8,10.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,39.7700004577637,98.4800033569336
167,85581,8,5.97,15.1,200.0,1019.0,0.2,76.0,10.0,0.0,1189.0,Moderate rain,1.0,0.0,2022-02-05 15:00,25.0200004577637,102.680000305176
168,86247,-14.6,-20.3,9.0,348.3,1014.7,0.0,71.6,10.0,36.3,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,29.6700000762939,91.129997253418
169,86580,7,4.2,15.5,3.7,1029.2,0.0,73.5,10.0,95.1,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,28.6000003814697,115.919998168945
170,86913,2,-0.94,6.8,50.0,1032.8,0.0,51.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,32.0,118.800003051758
171,87246,-5,-10.76,0.0,312.1,1032.8,0.0,53.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,36.0699996948242,120.330001831055
172,87579,3,-0.07,22.0,10.0,1032.8,0.0,56.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,31.1700000762939,121.440002441406
173,87912,-5,-9.2,19.1,330.0,1027.1,0.0,35.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,41.7700004577637,123.430000305176
174,88245,1.2,-2.1,10.8,28.1,1034.1,0.0,54.9,10.0,4.9,1000.0,Clear,1.0,0.0,2022-02-05 15:00,31.2999992370605,120.620002746582
175,88911,-6,-6.0,6.8,80.0,1030.1,0.0,38.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,37.7799987792969,112.550003051758
176,89244,0,-3.69,6.8,260.0,1031.8,0.0,22.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,39.1800003051758,117.349998474121
177,89577,-17,-17.0,0.0,46.9,1029.1,0.0,84.0,1.4,0.0,1030.0,Mist,1.0,0.0,2022-02-05 15:00,43.7799987792969,87.620002746582
178,89910,5,3.16,6.8,40.0,1030.1,0.0,70.0,7.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,30.6200008392334,114.129997253418
179,90576,13,10.62,15.1,50.0,1027.1,0.0,67.0,10.0,100.0,1009.0,Overcast,1.0,0.0,2022-02-05 15:00,24.4799995422363,118.080001831055
180,91242,32,37.08,0.0,231.1,1007.1,0.0,63.0,6.0,25.0,1003.0,Partly cloudy,8.0,1.0,2022-02-05 15:00,4.0,9.72999954223633
181,91575,31,28.75,6.8,0.0,1012.9,0.0,24.0,6.0,0.0,1000.0,Sunny,9.0,1.0,2022-02-05 15:00,3.82999992370605,11.5200004577637
182,91908,3,0.01,38.9,280.0,1009.1,0.0,41.0,14.0,75.0,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,51.1199989318848,-114.019996643066
183,96570,5.8,4.39,6.8,250.0,1032.7,0.0,94.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,49.1800003051758,-123.169998168945
184,96903,5.2,4.59,6.1,250.0,1032.6,0.0,100.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,48.6500015258789,-123.430000305176
185,97902,-17.6,-26.47,6.8,100.0,1015.3,0.2,85.0,5.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,49.9000015258789,-97.2300033569336
186,99234,9,4.99,42.8,250.0,1002.4,1.8,93.0,19.0,100.0,1183.0,Light rain,2.0,1.0,2022-02-05 15:00,47.6199989318848,-52.7299995422363
187,100566,-30,-36.31,0.0,197.2,1006.6,0.0,75.0,0.0,100.0,1009.0,Overcast,1.0,1.0,2022-02-05 15:00,66.5800018310547,-61.6199989318848
188,102231,-23,-29.27,0.0,0.0,1001.0,0.0,76.0,9.7,100.0,1030.0,Mist,1.0,0.0,2022-02-05 15:00,72.6699981689453,-78.0
189,103563,-15,-21.41,6.1,350.0,1028.8,0.0,60.0,14.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,43.1699981689453,-79.9300003051758
190,104229,-14.2,-14.2,0.0,0.0,1031.5,0.0,68.0,2.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,43.0299987792969,-81.1500015258789
191,105894,-17.4,-26.32,15.1,310.0,1026.6,0.0,62.0,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,45.3300018310547,-75.6699981689453
192,106893,-10,-15.29,13.0,340.0,1031.6,0.0,68.0,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,43.6699981689453,-79.629997253418
193,109557,-3.9,-13.05,20.2,10.0,1005.3,0.5,92.0,0.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,47.4199981689453,-61.7799987792969
194,111555,-15.5,-23.35,20.2,270.0,1022.6,0.0,67.0,10.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,45.4799995422363,-73.7399978637695
195,112221,-15.1,-20.8,19.1,220.0,1019.7,0.0,91.0,10.0,0.0,1000.0,Sunny,1.0,1.0,2022-02-05 15:00,46.7999992370605,-71.379997253418
196,114219,-17,-22.08,15.1,20.0,1007.5,0.0,77.0,16.0,100.0,1213.0,Light snow,1.0,1.0,2022-02-05 15:00,52.1699981689453,-106.680000305176
197,114552,29,30.48,13.0,30.0,1012.9,0.0,70.0,10.0,50.0,1003.0,Partly cloudy,7.0,1.0,2022-02-05 15:00,10.8999996185303,-74.7699966430664
198,114885,16,16.0,6.8,340.0,1028.1,0.5,77.0,9.0,75.0,1135.0,Fog,4.0,1.0,2022-02-05 15:00,4.69999980926514,-74.129997253418
199,115218,26.2,29.1,6.5,216.7,1013.7,1.3,82.1,10.0,71.0,1240.0,Light rain shower,6.0,1.0,2022-02-05 15:00,3.88000011444092,-77.0699996948242
200,116217,25,27.29,11.2,50.0,1012.9,0.0,94.0,10.0,75.0,1003.0,Partly cloudy,6.0,1.0,2022-02-05 15:00,-4.17000007629395,-69.9499969482422
201,116550,17,17.0,6.8,360.0,1027.1,0.8,77.0,10.0,75.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,6.21999979019165,-75.5999984741211
202,116883,21,21.0,22.0,360.0,1015.9,0.0,73.0,10.0,25.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,27.8199996948242,-17.8700008392334
203,117216,21,21.0,20.2,30.0,1015.9,0.0,73.0,10.0,25.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,28.6200008392334,-17.75
204,117549,21,21.0,9.0,90.0,1015.9,0.0,56.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,27.5599994659424,-15.3599996566772
205,117882,21,21.0,29.9,90.0,1020.0,0.0,56.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,10.0100002288818,-84.2200012207031
206,118215,26.9,29.4,31.3,82.1,1008.7,0.1,73.4,10.0,83.3,1063.0,Patchy rain possible,1.0,0.0,2022-02-05 15:00,-2.76999998092651,-171.720001220703
207,118548,25,26.55,0.0,107.2,1020.0,0.2,69.0,9.0,75.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,22.9799995422363,-82.4000015258789
208,118881,13,10.96,6.8,340.0,1017.9,0.0,58.0,10.0,25.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,34.5800018310547,32.9799995422363
209,119214,11,9.76,15.1,300.0,1017.9,0.0,71.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,34.8800010681152,33.6399993896484
210,119547,15,14.43,6.1,220.0,1017.9,0.0,63.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,35.1599998474121,33.4099998474121
211,119880,14,12.98,20.2,260.0,1017.9,0.0,55.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,34.7200012207031,32.4799995422363
212,120213,7,3.46,16.9,320.0,1022.0,0.0,42.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,48.2000007629395,17.2000007629395
213,120546,5,0.29,25.9,250.0,1020.0,0.0,52.0,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,49.0,16.0
214,120879,5,0.53,25.9,250.0,1020.0,0.0,52.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,49.0,17.0
215,121212,1,-3.51,28.1,250.0,1019.0,0.1,75.0,10.0,75.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,50.0,12.0
216,121545,4,-0.86,29.9,240.0,1019.0,0.1,60.0,10.0,50.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,50.0,14.0
217,121878,27.3,28.0,17.6,71.4,1010.1,0.0,51.0,10.0,0.0,1000.0,Sunny,7.0,1.0,2022-02-05 15:00,11.5600004196167,43.1500015258789
218,122211,2,-3.07,16.9,240.0,1020.0,0.0,80.0,10.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,50.0,6.0
219,122544,5,-0.0,22.0,230.0,1010.8,0.0,70.0,10.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,54.0,13.0
220,122877,5,0.61,22.0,250.0,1015.9,0.0,70.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,52.4799995422363,13.4099998474121
221,123543,7,3.78,33.1,220.0,1019.0,0.0,61.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,50.8699989318848,7.17999982833862
222,123876,6,1.28,31.0,230.0,1013.9,0.1,70.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,53.0499992370605,8.80000019073486
223,124542,8,4.87,24.1,220.0,1019.0,0.0,57.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,50.9300003051758,6.94999980926514
224,124875,8,4.95,24.1,220.0,1019.0,0.0,57.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,51.0,7.0
225,125208,5,0.12,28.1,270.0,1017.9,0.1,56.0,10.0,50.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,51.0,13.0
226,125541,7,2.82,19.1,230.0,1020.0,0.0,57.0,10.0,75.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,51.0,6.0
227,125874,8,4.72,29.9,240.0,1017.9,0.0,61.0,10.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,51.2799987792969,6.78000020980835
228,126540,7,2.82,19.1,230.0,1020.0,0.0,57.0,10.0,75.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,51.0,6.0
229,126873,6,2.53,19.1,260.0,1022.7,0.0,70.0,10.0,100.0,1009.0,Overcast,2.0,1.0,2022-02-05 15:00,50.0499992370605,8.60000038146973
230,127206,2,-3.2,24.1,250.0,1021.0,0.0,80.0,10.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,50.0,8.0
231,127872,2,-3.2,24.1,250.0,1021.0,0.0,80.0,10.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,50.0,8.0
232,128205,5,-0.0,22.0,230.0,1010.8,0.0,70.0,10.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,54.0,13.0
233,128538,4,-0.94,25.9,230.0,1019.0,0.0,65.0,10.0,75.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,51.0,11.0
234,128871,6,1.71,19.1,240.0,1011.9,0.1,70.0,10.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,53.6300010681152,10.0
235,129204,4,-1.11,25.9,240.0,1017.9,0.1,65.0,10.0,25.0,1003.0,Partly cloudy,1.0,1.0,2022-02-05 15:00,52.0,9.0
236,129537,8,4.87,22.0,230.0,1025.1,0.1,53.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,49.0,8.0
237,129870,5.6,-0.7,54.0,235.7,1009.7,0.0,83.4,10.0,100.0,1009.0,Overcast,2.0,1.0,2022-02-05 15:00,54.0,7.0
238,130536,6,1.43,31.0,240.0,1011.9,0.2,70.0,10.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,54.0,10.0
239,130869,6,5.49,6.1,210.0,1025.1,0.0,70.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,47.0,9.0
240,131202,5,0.06,25.9,240.0,1019.0,0.0,61.0,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,51.4199981689453,12.2299995422363
241,131535,5,0.61,22.0,250.0,1015.9,0.0,70.0,10.0,25.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,52.0,14.0
242,132201,8,4.87,22.0,230.0,1025.1,0.1,53.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,49.0,8.0
243,132534,4,0.93,24.1,250.0,1023.0,0.0,56.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,48.0,11.0
244,132867,8,4.95,24.1,220.0,1019.0,0.0,57.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,51.0,7.0
245,133533,7,2.42,25.9,220.0,1013.9,0.0,61.0,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,53.0,7.0
246,133866,5,1.47,24.1,250.0,1022.0,0.0,61.0,10.0,50.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,49.0,11.0
247,134199,-2,-3.28,16.9,50.0,1019.0,0.0,46.0,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,47.0,10.0
248,134865,6,1.0,19.1,240.0,1011.9,0.0,70.0,10.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,54.0,11.0
249,135198,2,-3.2,24.1,250.0,1021.0,0.0,80.0,10.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,50.0,8.0
250,135531,6,2.27,16.9,260.0,1025.1,0.1,70.0,10.0,50.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,49.0,7.0
251,135864,5,-0.63,28.1,230.0,1009.1,0.1,81.0,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,54.0,9.0
252,136197,6,3.13,19.1,250.0,1023.0,0.0,56.0,10.0,25.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,48.689998626709,9.22000026702881
253,136530,6,-0.14,0.0,235.0,1010.8,0.0,75.0,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,54.0,8.0
254,137196,8,4.95,24.1,220.0,1019.0,0.0,57.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,51.0,7.0
255,137529,5,-0.06,37.1,240.0,999.0,0.1,87.0,8.0,75.0,1183.0,Light rain,2.0,1.0,2022-02-05 15:00,57.0999984741211,9.86999988555908
256,137862,5,-0.43,24.1,240.0,1004.1,0.0,75.0,10.0,50.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,55.6399993896484,12.6800003051758
257,138195,4,-2.15,29.9,240.0,1006.1,0.1,87.0,10.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,55.5200004577637,8.55000019073486
258,138528,5.2,-0.1,34.6,241.2,1005.8,0.0,79.9,10.0,100.0,1009.0,Overcast,2.0,1.0,2022-02-05 15:00,55.4700012207031,10.3299999237061
259,139194,5,-0.37,34.9,240.0,1005.1,0.1,87.0,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,54.9700012207031,9.80000019073486
260,139527,5,-1.01,13.0,230.0,1003.0,0.0,81.0,10.0,50.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,55.7700004577637,10.5500001907349
261,139860,25,26.54,9.0,160.0,1017.9,0.4,74.0,8.0,75.0,1009.0,Overcast,5.0,1.0,2022-02-05 15:00,19.75,-70.5500030517578
262,140193,28,30.47,11.2,100.0,1017.9,0.1,70.0,10.0,50.0,1003.0,Partly cloudy,6.0,1.0,2022-02-05 15:00,18.4300003051758,-69.6600036621094
263,140859,16,16.0,19.1,280.0,1022.0,0.0,68.0,10.0,50.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,31.2000007629395,29.9500007629395
264,141525,16,16.0,13.0,290.0,1022.0,0.0,48.0,10.0,50.0,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,30.1299991607666,31.3999996185303
265,141858,17.9,17.9,27.4,349.9,1021.0,0.0,40.3,10.0,0.0,1000.0,Sunny,5.0,1.0,2022-02-05 15:00,27.1499996185303,33.7299995422363
266,142191,18,18.0,19.1,340.0,1021.0,0.0,34.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,25.6700000762939,32.7000007629395
267,142524,15.9,15.9,29.2,308.7,1021.5,0.0,61.1,10.0,29.1,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,31.2700004577637,32.2999992370605
268,142857,16.7,16.7,9.7,339.5,1021.4,0.0,42.8,10.0,44.5,1003.0,Partly cloudy,5.0,1.0,2022-02-05 15:00,29.9699993133545,32.5499992370605
269,143190,1,-3.0,15.1,240.0,992.9,0.5,86.0,7.0,100.0,1213.0,Light snow,1.0,0.0,2022-02-05 15:00,59.3499984741211,24.7999992370605
270,143523,27,30.63,6.8,150.0,1013.9,0.0,79.0,10.0,75.0,1003.0,Partly cloudy,6.0,1.0,2022-02-05 15:00,-2.15000009536743,-79.879997253418
271,143856,15.3,15.3,4.3,338.2,1016.8,0.1,68.2,10.0,84.0,1063.0,Patchy rain possible,4.0,1.0,2022-02-05 15:00,-0.150000005960464,-78.4800033569336
272,144189,24,25.51,11.2,330.0,1011.2,0.0,41.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,24.4400005340576,54.6500015258789
273,144522,26,25.3,6.8,310.0,1010.8,0.0,24.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,24.25,55.5999984741211
274,145188,24,25.49,9.0,250.0,1010.2,0.0,39.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,25.25,55.3400001525879
275,145854,24,24.91,9.0,250.0,1010.2,0.0,39.0,10.0,0.0,1000.0,Clear,1.0,0.0,2022-02-05 15:00,25.6200008392334,55.9300003051758
276,146520,31,33.55,13.0,20.0,1014.9,0.0,46.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,13.6999998092651,-89.120002746582
277,146853,23.6,22.9,22.0,111.7,1012.4,0.0,16.0,10.0,0.0,1000.0,Sunny,6.0,1.0,2022-02-05 15:00,8.97999954223633,38.810001373291
278,147186,3,-4.93,67.0,270.0,972.9,1.1,60.0,10.0,100.0,1009.0,Overcast,1.0,1.0,2022-02-05 15:00,62.0200004577637,-6.76999998092651
279,147519,28,33.65,24.1,60.0,1011.9,2.9,84.0,7.0,75.0,1183.0,Light rain,6.0,1.0,2022-02-05 15:00,4.82999992370605,-52.3699989318848
280,147852,1,-2.48,13.0,210.0,990.9,0.4,93.0,10.0,75.0,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,60.3199996948242,24.9699993133545
281,148185,0,-4.01,16.9,230.0,989.2,0.0,86.0,10.0,100.0,1213.0,Light snow,1.0,0.0,2022-02-05 15:00,61.4199981689453,23.5799999237061
282,148518,27,32.65,13.0,10.0,1007.1,10.5,89.0,10.0,75.0,1273.0,Patchy light rain with thunder,1.0,0.0,2022-02-05 15:00,-17.75,177.449996948242
283,148851,24,26.36,9.0,340.0,1006.1,1.1,100.0,10.0,75.0,1003.0,Partly cloudy,1.0,0.0,2022-02-05 15:00,-18.1299991607666,178.419998168945
284,149184,16,16.0,20.2,280.0,1015.9,0.0,42.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,-51.8199996948242,-58.4500007629395
285,149517,9,5.41,29.9,230.0,1021.0,0.1,81.0,10.0,75.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,50.1300010681152,1.83000004291534
286,149850,15,14.89,16.9,230.0,1019.0,0.0,63.0,10.0,100.0,1009.0,Overcast,4.0,1.0,2022-02-05 15:00,41.9199981689453,8.80000019073486
287,150183,14,13.97,9.0,10.0,1019.0,0.3,72.0,10.0,100.0,1009.0,Overcast,3.0,1.0,2022-02-05 15:00,42.5499992370605,9.47999954223633
288,150516,11,9.87,6.1,360.0,1030.1,0.0,50.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,43.4700012207031,-1.52999997138977
289,150849,10,8.44,11.2,310.0,1030.1,0.0,62.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,44.8300018310547,-0.699999988079071
290,151182,11,8.21,20.2,260.0,1028.1,0.0,71.0,10.0,75.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,48.4500007629395,-4.40999984741211
291,151515,9,4.21,31.0,230.0,1019.0,0.0,71.0,10.0,75.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,50.9500007629395,1.83000004291534
292,151848,18,18.0,0.0,0.0,1017.9,0.0,37.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,43.5499992370605,6.94999980926514
293,152181,9,4.39,33.1,240.0,1025.1,0.0,81.0,10.0,50.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,49.7200012207031,-1.92999994754791
294,152514,9,6.21,19.1,250.0,1025.1,0.0,62.0,10.0,25.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,48.4700012207031,1.51999998092651
295,152847,6.3,3.1,16.9,262.6,1026.6,0.0,72.1,10.0,88.9,1009.0,Overcast,2.0,1.0,2022-02-05 15:00,47.8499984741211,4.55000019073486
296,153180,9,4.81,31.0,240.0,1023.0,0.0,87.0,10.0,75.0,1009.0,Overcast,3.0,1.0,2022-02-05 15:00,49.6500015258789,-1.47000002861023
297,153513,9.1,5.2,32.8,242.9,1022.6,0.0,75.8,10.0,28.2,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,49.9300003051758,1.10000002384186
298,153846,9,7.7,6.1,290.0,1027.1,0.0,53.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,47.2700004577637,5.07999992370605
299,154512,10,7.54,24.1,10.0,1025.1,0.0,54.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,45.3699989318848,5.32999992370605
300,154845,10,7.99,19.1,240.0,1029.1,0.0,76.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,46.1500015258789,-1.14999997615814
301,155178,9,5.08,29.9,250.0,1025.1,0.0,76.0,10.0,75.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,49.5200004577637,0.0700000002980232
302,155511,10,7.58,15.1,260.0,1028.1,0.0,58.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,47.9300003051758,0.200000002980232
303,155844,7,2.97,24.1,220.0,1021.0,0.0,76.0,10.0,75.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,50.5699996948242,3.09999990463257
304,156177,7,5.42,13.0,280.0,1028.1,0.0,61.0,10.0,75.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,45.8699989318848,1.17999994754791
305,156510,7,3.96,19.1,330.0,1025.1,0.0,61.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,45.7400016784668,5.07999992370605
306,156843,12,9.24,37.1,330.0,1022.0,0.0,38.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,43.4599990844727,5.23999977111816
307,157509,8,6.59,6.8,280.0,1027.1,0.0,61.0,10.0,25.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,46.6500015258789,4.42999982833862
308,157842,11,7.86,29.9,340.0,1023.0,0.0,40.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,44.5800018310547,4.73000001907349
309,158175,10,7.73,22.0,320.0,1028.1,0.1,50.0,10.0,0.0,1000.0,Sunny,2.0,1.0,2022-02-05 15:00,48.6800003051758,6.21999979019165
310,158508,10,7.65,15.1,260.0,1029.1,0.0,66.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,47.1699981689453,-1.60000002384186
311,158841,14,13.97,6.8,140.0,1019.0,0.0,67.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,43.6500015258789,7.19999980926514
312,159174,9,6.62,22.0,250.0,1026.1,0.0,62.0,10.0,25.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,47.9014015197754,1.90400004386902
313,159507,8,5.43,24.1,250.0,1026.1,0.0,66.0,10.0,25.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,48.9700012207031,2.46000003814697
314,160506,13,10.45,28.1,300.0,1024.0,0.0,54.0,10.0,0.0,1000.0,Sunny,4.0,1.0,2022-02-05 15:00,42.7015991210938,2.89420008659363
315,160839,10,7.23,24.1,250.0,1028.1,0.0,82.0,10.0,50.0,1183.0,Light rain,4.0,1.0,2022-02-05 15:00,47.9700012207031,-4.17000007629395
316,161505,11,9.01,13.0,250.0,1027.1,0.0,62.0,10.0,75.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,48.0699996948242,-1.73000001907349
317,161838,9,5.96,19.1,250.0,1025.1,0.0,66.0,10.0,25.0,1003.0,Partly cloudy,3.0,1.0,2022-02-05 15:00,49.3800010681152,1.17999994754791
318,162171,9,6.53,22.0,350.0,1026.1,0.0,53.0,10.0,0.0,1000.0,Sunny,3.0,1.0,2022-02-05 15:00,45.5299987792969,4.30000019073486
319,162504,11,8.9,19.1,250.0,1028.1,0.0,62.0,10.0,25.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,47.3199996948242,-2.17000007629395
320,162837,8,5.63,13.0,230.0,1024.0,0.0,61.0,10.0,50.0,1003.0,Partly cloudy,2.0,1.0,2022-02-05 15:00,48.5499992370605,7.63000011444092
321,163170,9,6.1,19.1,300.0,1029.1,0.0,66.0,10.0,75.0,1003.0,Partly cloudy,4.0,1.0,2022-02-05 15:00,43.6300010681152,1.37000000476837
