,lat,lon,temp,pressure,humidity,dew_point,uvi,clouds,wind_speed,wind_deg,wind_gust,probability
0,57.7055,-4.4267,277.52,1012.0,75.0,273.48,0.0,91.0,10.23,290.0,19.67,1
0,57.7055,-4.4267,277.52,1012.0,75.0,273.48,0.0,91.0,10.23,290.0,19.67,1
0,56.2187,-5.2194,279.05,1017.0,84.0,276.56,0.0,100.0,8.5,294.0,16.72,1
0,55.7046,-3.0677,278.92,1012.0,66.0,273.08,0.0,98.0,5.36,256.0,7.15,1
0,55.7158,-3.1221,279.0,1012.0,66.0,273.15,0.0,99.0,5.36,256.0,7.15,1
0,55.5553,-3.9201,279.82,1016.0,82.0,276.97,0.0,100.0,11.28,290.0,20.84,1
0,55.7342,-6.2596,282.83,1019.0,81.0,279.73,0.0,20.0,11.32,290.0,16.3,1
0,55.9138,-5.4659,280.39,1018.0,84.0,277.87,0.0,100.0,9.73,296.0,16.76,1
0,58.1766,-6.4383,279.34,1013.0,82.0,276.5,0.0,20.0,3.58,100.0,8.94,1
0,59.1176,-3.1492,278.25,1006.0,75.0,274.19,0.0,53.0,18.55,304.0,22.77,1
0,59.1131,-3.1438,278.26,1006.0,75.0,274.2,0.0,53.0,18.57,304.0,22.79,1
0,58.6024,-3.6881,279.18,1009.0,76.0,275.28,0.0,90.0,15.92,300.0,23,1
0,60.1648,-1.2361,278.46,999.0,75.0,274.39,0.0,54.0,15.17,305.0,19.81,1
0,57.4253,-2.6361,278.23,1009.0,80.0,275.07,0.0,84.0,13.05,299.0,22.58,1
0,51.72,-5.0128,283.83,1026.0,88.0,281.93,0.09,99.0,9.9,293.0,16.11,1
0,53.3925,-4.4023,283.27,1023.0,97.0,282.82,0.0,75.0,6.17,270.0,16.3,1
0,55.478,-3.4882,280.67,1015.0,81.0,277.62,0.0,100.0,11.8,296.0,23.05,1
0,50.7622,-2.2962,284.29,1025.0,87.0,282.21,0.04,98.0,8.2,298.0,14.18,1
0,51.4559,0.679,286.86,1017.0,62.0,279.72,0.0,0.0,7.2,290.0,16.3,1
0,57.3826,-2.7587,277.71,1009.0,83.0,275.08,0.0,85.0,12.53,298.0,22.45,1
0,58.9133,-2.8689,278.9,1006.0,70.0,273.86,0.0,75.0,14.4,300.0,16.3,1
0,54.7769,-3.1796,282.08,1017.0,79.0,278.64,0.0,99.0,8.85,282.0,17.06,1
0,54.6333,-6.3,283.5,1021.0,81.0,280.39,0.0,40.0,4.12,300.0,16.3,1
0,54.704,-7.4405,283.49,1022.0,84.0,280.91,0.1,71.0,7.0,286.0,14.07,1
0,55.599,-3.8875,281.32,1016.0,85.0,278.95,0.0,100.0,10.93,289.0,20.6,1
0,53.8349,-0.5967,283.34,1013.0,58.0,275.45,0.0,99.0,6.17,270.0,16.3,1
0,53.8451,-0.6099,283.46,1013.0,58.0,275.57,0.0,99.0,6.17,270.0,16.3,1
0,51.9235,-5.058,283.16,1026.0,88.0,281.27,0.09,99.0,9.35,287.0,15.22,1
0,56.6744,-2.5651,281.78,1010.0,59.0,274.23,0.0,60.0,9.7,294.0,18.83,1
0,55.8234,-5.0291,282.3,1017.0,81.0,279.22,0.0,100.0,13.66,293.0,20.39,1
0,55.696,-4.4092,281.33,1016.0,75.0,277.17,0.0,75.0,5.66,280.0,16.3,1
0,57.5772,-3.2211,278.57,1016.0,76.0,274.68,0.0,75.0,7.15,338.0,9.39,1
0,58.4579,-3.3333,278.96,1007.0,75.0,274.88,0.0,40.0,13.38,290.0,16.3,1
0,56.5443,-2.8879,281.22,1011.0,62.0,274.39,0.0,20.0,7.72,280.0,16.3,1
0,57.3826,-2.7587,277.71,1009.0,83.0,275.08,0.0,85.0,12.53,298.0,22.45,1
0,53.6777,-2.4195,281.95,1018.0,84.0,279.4,0.0,85.0,6.26,290.0,7.6,1
0,56.2605,-3.4464,280.93,1013.0,68.0,275.4,0.0,100.0,9.76,281.0,19.64,1
0,52.0253,1.1171,285.66,1016.0,61.0,278.35,0.0,75.0,9.83,325.0,14.31,1
0,56.2055,-3.0291,282.56,1007.0,68.0,276.96,0.0,100.0,7.15,90.0,7.15,1
0,52.6953,1.0915,284.53,1014.0,69.0,279.05,0.0,20.0,1.34,209.0,13.41,1
0,53.9944,-1.6365,282.74,1014.0,74.0,278.34,0.0,20.0,6.71,312.0,12.96,1
0,52.6603,0.706,284.32,1016.0,71.0,279.26,0.0,40.0,11.83,270.0,16.3,1
0,56.0755,-3.3772,282.1,1012.0,64.0,275.67,0.0,20.0,9.77,270.0,16.98,1
0,52.7105,1.6537,284.82,1014.0,73.0,280.15,0.0,89.0,13.46,294.0,21.22,1
0,54.869,-3.0067,282.84,1017.0,75.0,278.63,0.0,99.0,9.43,285.0,18.39,1
0,53.5113,-2.7378,283.33,1019.0,84.0,280.75,0.0,41.0,5.36,263.0,9.39,1
0,57.6393,-2.2073,278.81,1008.0,76.0,274.92,0.0,65.0,16.11,299.0,24.53,1
0,55.807,-3.6143,280.9,1015.0,75.0,276.75,0.0,100.0,10.07,285.0,20.56,1
0,55.505,-5.5307,282.26,1019.0,87.0,280.21,0.0,75.0,10.29,290.0,16.3,1
0,56.5904,-2.6977,281.72,1011.0,60.0,274.4,0.0,72.0,11.22,295.0,21.09,1
0,50.7443,-4.3354,282.8,1027.0,91.0,281.4,0.08,100.0,8.4,295.0,14.77,1
0,54.5781,-1.2178,283.53,1014.0,64.0,277.02,0.0,20.0,2.24,13.0,8.49,1
0,56.2594,-2.7467,282.18,1011.0,57.0,274.12,0.0,40.0,10.8,290.0,17.49,1
0,57.2569,-4.2422,276.47,1014.0,79.0,273.18,0.0,100.0,10.58,289.0,19.37,1
0,51.2027,1.2928,285.73,1018.0,70.0,280.41,0.0,67.0,10.45,290.0,17.25,1
0,57.3529,-6.3356,278.38,1016.0,82.0,275.56,0.0,100.0,9.89,300.0,15.7,1
0,55.7067,-4.1332,281.15,1020.0,82.0,278.27,0.0,100.0,3.58,270.0,7.6,1
0,55.2547,-4.7235,281.21,1019.0,87.0,279.18,0.0,100.0,8.86,294.0,17.54,1
0,51.772,-4.6844,283.12,1026.0,88.0,281.23,0.08,91.0,9.46,296.0,16.17,1
0,58.5356,-4.1947,280.16,1010.0,76.0,276.22,0.0,95.0,16.08,299.0,22.57,1
0,51.2329,1.2877,285.75,1018.0,69.0,280.22,0.0,67.0,10.4,290.0,17.43,1
0,53.0909,-1.6284,282.43,1018.0,73.0,277.85,0.0,96.0,10.13,295.0,19.78,1
0,55.7541,-4.4595,281.4,1016.0,76.0,277.43,0.0,75.0,1.34,288.0,5.36,1
0,55.7386,-4.1309,281.42,1020.0,82.0,278.53,0.0,100.0,3.58,270.0,7.6,1
0,55.5457,-5.6115,281.65,1019.0,87.0,279.61,0.0,75.0,10.29,290.0,16.3,1
0,55.0929,-4.5924,281.53,1018.0,86.0,279.33,0.0,100.0,9.92,298.0,19.62,1
0,54.3363,-2.6351,281.18,1018.0,80.0,277.94,0.0,99.0,10.2,291.0,19.38,1
0,54.1839,-3.1814,282.27,1018.0,84.0,279.71,0.0,94.0,11.91,295.0,20.31,1
0,50.4703,-4.9556,282.77,1028.0,93.0,281.69,0.09,90.0,9.26,290.0,16.3,1
0,52.4368,1.5364,285.22,1015.0,74.0,280.73,0.0,82.0,11.77,292.0,20.17,1
0,52.4455,1.5497,285.2,1015.0,74.0,280.71,0.0,82.0,11.82,292.0,20.19,1
0,52.4238,-1.2677,285.49,1019.0,63.0,278.65,0.0,97.0,1.34,337.0,6.26,1
0,56.637,-3.2794,281.19,1010.0,70.0,276.06,0.0,91.0,3.58,277.0,10.28,1
0,56.3,-3.8315,281.83,1013.0,66.0,275.84,0.0,100.0,10.14,288.0,21.42,1
0,56.9229,-2.4007,279.59,1010.0,61.0,272.69,0.0,46.0,10.44,302.0,20.64,1
0,50.9119,-4.4881,282.27,1027.0,91.0,280.88,0.08,100.0,9.19,288.0,15.24,1
0,55.2647,-4.075,279.62,1016.0,82.0,276.77,0.0,82.0,12.35,300.0,22.61,1
0,57.5274,-2.383,279.3,1009.0,79.0,275.94,0.0,75.0,14.33,300.0,23.31,1
0,57.4112,-2.341,279.32,1005.0,79.0,275.96,0.0,73.0,0.89,289.0,3.13,1
0,57.4287,-2.3076,279.11,1005.0,79.0,275.75,0.0,71.0,0.89,289.0,3.13,1
0,57.5936,-2.424,279.14,1009.0,79.0,275.78,0.0,76.0,15.38,298.0,23.77,1
0,52.7478,1.3779,284.8,1014.0,70.0,279.52,0.0,20.0,11.83,270.0,17.49,1
0,57.331,-2.8597,278.83,1010.0,73.0,274.38,0.0,89.0,11.97,298.0,22.44,1
0,59.1176,-3.1492,278.25,1006.0,75.0,274.19,0.0,53.0,18.55,304.0,22.77,1
0,57.1594,-2.8156,278.25,1002.0,72.0,273.63,0.0,72.0,6.71,315.0,8.05,1
0,55.8976,-2.3521,281.59,1012.0,68.0,276.03,0.0,99.0,14.07,290.0,21.47,1
0,53.9624,-1.9172,282.66,1015.0,78.0,279.02,0.0,20.0,5.81,282.0,10.28,1
0,57.4602,-1.989,278.91,1008.0,79.0,275.56,0.0,37.0,15.02,303.0,24.28,1
0,56.0325,-3.8621,282.48,1014.0,66.0,276.46,0.0,100.0,9.65,288.0,20.51,1
0,55.2173,-4.1657,281.33,1016.0,82.0,278.44,0.0,86.0,11.69,300.0,22.05,1
0,56.6853,-3.3012,280.11,1010.0,65.0,273.99,0.0,89.0,3.58,277.0,10.28,1
0,56.9982,-2.1984,280.04,1009.0,71.0,275.15,0.0,41.0,12.98,305.0,23.54,1
0,57.6505,-2.2064,278.93,1008.0,73.0,274.47,0.0,65.0,16.27,299.0,24.61,1
0,58.31,-3.3456,278.69,1008.0,74.0,274.43,0.0,66.0,15.65,302.0,24.04,1
0,55.6635,-4.7895,282.19,1014.0,80.0,278.93,0.0,100.0,5.36,318.0,12.07,1
0,56.5686,-2.9512,281.14,1011.0,69.0,275.81,0.0,20.0,7.72,280.0,16.3,1
0,51.2052,-2.4133,283.2,1024.0,90.0,281.64,0.05,100.0,7.37,294.0,14.29,1
0,55.9039,-2.2508,281.54,1011.0,67.0,275.78,0.0,100.0,14.31,291.0,21.26,1
0,55.7926,-3.6526,280.73,1015.0,77.0,276.96,0.0,100.0,10.0,285.0,20.39,1
0,55.7742,-2.4597,281.29,1011.0,68.0,275.75,0.0,95.0,5.36,225.0,12.96,1
0,53.5322,-1.6696,282.33,1018.0,81.0,279.24,0.0,96.0,9.67,293.0,21.47,1
0,58.5719,-3.137,278.99,1007.0,75.0,274.91,0.0,40.0,13.38,290.0,16.3,1
0,58.0882,-3.9589,279.41,1010.0,74.0,275.12,0.0,77.0,13.47,298.0,22.24,1
0,58.2693,-3.417,278.5,1008.0,74.0,274.25,0.0,68.0,15.75,302.0,24.26,1
0,51.5225,0.2776,287.01,1019.0,64.0,280.32,0.0,40.0,0.89,284.0,13.41,1
0,55.8995,-2.5293,280.8,1012.0,68.0,275.28,0.0,97.0,13.75,288.0,21.65,1
0,56.3859,-5.4822,281.44,1017.0,71.0,276.5,0.0,75.0,11.32,290.0,16.3,1
0,53.2497,0.3067,284.52,1015.0,69.0,279.04,0.0,91.0,12.44,288.0,20.52,1
0,50.9986,-3.7251,283.33,1026.0,90.0,281.77,0.08,99.0,8.38,300.0,16.46,1
0,59.0819,-2.6604,279.05,1006.0,70.0,274.0,0.0,75.0,14.4,300.0,16.3,1
0,55.5508,-3.8853,280.75,1016.0,82.0,277.88,0.0,100.0,11.42,291.0,21,1
0,57.6813,-2.0851,279.41,1008.0,73.0,274.93,0.0,57.0,17.02,299.0,25.17,1
0,58.5737,-3.7431,279.27,1009.0,77.0,275.55,0.0,90.0,15.32,299.0,22.79,1
0,56.2881,-4.9429,279.09,1016.0,84.0,276.6,0.0,100.0,9.9,296.0,19.24,1
0,53.4233,0.069,284.38,1014.0,66.0,278.27,0.0,89.0,10.8,270.0,15.95,1
0,50.9299,-4.513,282.88,1027.0,91.0,281.48,0.09,100.0,9.28,287.0,15.27,1
0,55.5916,-5.6041,282.41,1019.0,87.0,280.36,0.0,75.0,10.29,290.0,16.3,1
0,55.6959,-3.9823,281.86,1016.0,82.0,278.96,0.0,100.0,6.26,265.0,10.73,1
0,54.6192,-1.5106,283.14,1015.0,68.0,277.51,0.0,20.0,1.34,286.0,6.71,1
0,53.688,-1.3125,283.99,1015.0,64.0,277.46,0.0,95.0,5.36,281.0,9.39,1
0,55.1548,-2.0094,282.47,1014.0,70.0,277.29,0.0,93.0,11.57,289.0,22.45,1
0,55.7686,-2.8774,280.46,1013.0,73.0,275.95,0.0,90.0,12.59,293.0,23.39,1
0,50.9119,-4.4881,282.27,1027.0,91.0,280.88,0.08,100.0,9.19,288.0,15.24,1
0,55.2753,-1.7964,283.38,1013.0,55.0,274.75,0.0,95.0,10.98,293.0,21.44,1
0,54.74,-3.304,282.08,1018.0,80.0,278.82,0.0,100.0,8.63,281.0,15.86,1
0,54.7637,-1.7575,281.79,1014.0,71.0,276.83,0.0,99.0,12.7,299.0,23.96,1
0,55.4953,-5.6666,282.0,1019.0,87.0,279.96,0.0,75.0,10.29,290.0,16.3,1
0,51.1795,-4.1156,282.33,1026.0,94.0,281.42,0.11,100.0,2.68,240.0,7.6,1
0,51.5973,-3.8253,284.31,1025.0,84.0,281.71,0.06,97.0,0.89,350.0,5.36,1
0,54.0689,-2.6383,280.92,1019.0,94.0,280.02,0.0,98.0,10.92,292.0,19.2,1
0,50.6306,-4.6243,281.92,1028.0,93.0,280.85,0.09,100.0,8.75,298.0,14.72,1
0,55.8904,-4.8482,281.47,1016.0,81.0,278.41,0.0,100.0,11.29,293.0,19.92,1
0,55.6431,-4.3947,281.7,1017.0,78.0,278.09,0.0,20.0,13.38,290.0,16.3,1
0,54.0726,-2.6838,282.29,1034.0,94.0,281.38,0.0,99.0,7.6,169.0,8.94,1
0,55.6431,-4.3947,281.7,1017.0,78.0,278.09,0.0,20.0,13.38,290.0,16.3,1
0,55.7032,-4.8235,282.02,1014.0,80.0,278.76,0.0,100.0,5.36,318.0,12.07,1
0,52.603,0.1149,284.89,1017.0,73.0,280.22,0.0,93.0,1.34,108.0,4.47,1
0,52.5926,0.1406,284.92,1017.0,73.0,280.25,0.0,94.0,1.34,108.0,4.47,1
0,50.6585,-1.3718,283.7,1023.0,90.0,282.13,0.0,85.0,3.58,228.0,7.15,1
0,53.6701,-2.1074,281.4,1019.0,85.0,279.03,0.0,94.0,3.13,285.0,8.05,1
0,53.7006,-2.159,281.21,1018.0,86.0,279.01,0.0,93.0,5.36,44.0,11.62,1
0,50.3211,-5.0396,283.26,1028.0,93.0,282.18,0.18,90.0,9.26,290.0,16.3,1
0,50.3211,-5.0396,283.26,1028.0,93.0,282.18,0.18,90.0,9.26,290.0,16.3,1
0,56.2492,-3.6663,279.81,1013.0,66.0,273.92,0.0,100.0,10.03,282.0,20.64,1
0,56.2492,-3.6663,279.81,1013.0,66.0,273.92,0.0,100.0,10.03,282.0,20.64,1
0,55.6812,-4.2791,280.86,1016.0,80.0,277.63,0.0,100.0,8.54,286.0,18.28,1
0,54.7635,-3.0972,281.15,1017.0,79.0,277.74,0.0,99.0,9.3,284.0,17.91,1
0,54.8715,-3.0767,282.78,1017.0,76.0,278.76,0.0,99.0,9.3,285.0,17.94,1
0,54.6288,-3.5041,281.99,1018.0,88.0,280.11,0.0,99.0,2.68,335.0,8.05,1
0,54.5791,-3.5254,281.51,1018.0,88.0,279.64,0.0,99.0,2.68,335.0,8.05,1
0,54.8471,-1.6776,282.22,1012.0,70.0,277.05,0.0,98.0,4.02,263.0,11.62,1
0,54.6936,-1.3003,282.95,1014.0,68.0,277.33,0.0,100.0,10.88,295.0,19.52,1
0,54.7616,-1.4151,282.61,1008.0,69.0,277.22,0.0,100.0,3.58,10.0,8.05,1
0,57.6262,-4.8002,280.51,1013.0,83.0,277.82,0.0,97.0,11.9,287.0,19.53,1
0,55.7003,-2.0421,282.86,1012.0,65.0,276.61,0.0,100.0,12.88,291.0,21.7,1
0,53.7553,-2.2441,281.65,1018.0,86.0,279.45,0.0,93.0,5.36,44.0,11.62,1
0,55.3558,-4.2351,280.54,1017.0,85.0,278.19,0.0,96.0,11.1,295.0,20.47,1
0,55.2672,-4.312,280.94,1017.0,86.0,278.75,0.0,96.0,10.99,299.0,20.93,1
0,54.8273,-1.4272,282.63,1008.0,69.0,277.23,0.0,99.0,3.58,272.0,8.05,1
0,54.5901,-1.4935,282.96,1015.0,67.0,277.13,0.0,20.0,1.34,286.0,6.71,1
0,55.7884,-2.9714,280.75,1013.0,62.0,273.94,0.0,96.0,12.3,290.0,22.94,1
0,54.7658,-1.4096,282.64,1008.0,69.0,277.24,0.0,100.0,3.58,10.0,8.05,1
0,55.1221,-2.5503,280.26,1014.0,71.0,275.36,0.0,75.0,12.35,280.0,16.3,1
0,51.7014,-3.5932,281.25,1024.0,80.0,278.01,0.06,99.0,9.21,300.0,16.56,1
0,53.2998,-1.0757,284.39,1017.0,67.0,278.5,0.0,91.0,4.02,266.0,10.73,1
0,50.6455,-4.5467,282.12,1028.0,62.0,275.24,0.09,100.0,8.71,297.0,14.91,1
0,53.7612,-0.0456,284.27,1014.0,68.0,278.59,0.0,100.0,11.49,288.0,18.78,1
0,56.2745,-2.9301,281.78,1011.0,62.0,274.92,0.0,40.0,10.8,290.0,17.49,1
0,56.3114,-3.21,281.77,1012.0,67.0,276.0,0.0,20.0,1.79,61.0,4.02,1
0,53.7775,-0.0279,284.29,1014.0,68.0,278.61,0.0,100.0,11.71,288.0,18.67,1
0,60.5193,-1.0827,277.34,998.0,78.0,273.85,0.0,81.0,14.76,316.0,18.73,1
0,52.1036,0.2684,285.93,1019.0,58.0,277.88,0.0,20.0,8.75,310.0,16.3,1
0,52.5086,1.324,284.91,1015.0,70.0,279.63,0.0,20.0,11.83,270.0,17.49,1
0,54.2661,-2.6433,281.32,1018.0,94.0,280.41,0.0,100.0,9.9,289.0,18.69,1
0,53.6479,0.0106,284.32,1014.0,68.0,278.64,0.0,95.0,11.73,287.0,18.98,1
0,54.4123,-7.8278,281.66,1023.0,87.0,279.62,0.12,95.0,5.12,286.0,13.69,1
0,57.4064,-2.0598,279.31,1008.0,79.0,275.95,0.0,47.0,14.94,303.0,24.1,1
0,56.2634,-3.6168,280.1,1013.0,66.0,274.19,0.0,100.0,9.88,282.0,20.48,1
0,53.1511,-1.0146,284.29,1018.0,71.0,279.24,0.0,96.0,9.38,291.0,19.54,1
0,56.026,-5.0034,282.36,1016.0,83.0,279.63,0.0,100.0,9.41,294.0,19.23,1
0,59.0973,-2.6601,279.15,1005.0,76.0,275.25,0.0,32.0,18.73,304.0,22.8,1
0,57.3761,-2.3933,278.68,1008.0,80.0,275.51,0.0,75.0,4.92,314.0,11.62,1
0,53.4496,-3.005,283.89,1020.0,86.0,281.65,0.0,40.0,6.71,264.0,11.62,1
0,57.5373,-3.363,278.23,1010.0,76.0,274.36,0.0,75.0,15.95,280.0,22.64,1
0,57.5373,-3.363,278.23,1010.0,76.0,274.36,0.0,75.0,15.95,280.0,22.64,1
0,55.9129,-2.5455,280.71,1012.0,68.0,275.19,0.0,97.0,13.76,287.0,21.44,1
0,55.3688,-4.4284,280.46,1017.0,71.0,275.56,0.0,20.0,13.38,290.0,16.3,1
0,55.5385,-3.4205,281.07,1014.0,66.0,275.12,0.0,100.0,11.61,295.0,23.03,1
0,54.0071,-0.2885,284.04,1013.0,66.0,277.95,0.0,100.0,6.17,270.0,16.3,1
0,53.6765,-0.8599,284.2,1015.0,76.0,280.14,0.0,86.0,4.92,148.0,9.39,1
0,53.678,-0.4411,284.22,1014.0,56.0,275.78,0.0,20.0,1.34,293.0,10.28,1
0,54.8524,-3.349,282.78,1017.0,76.0,278.76,0.0,100.0,9.22,285.0,16.18,1
0,54.8524,-3.349,282.78,1017.0,76.0,278.76,0.0,100.0,9.22,285.0,16.18,1
0,57.2565,-2.9071,278.74,1010.0,73.0,274.29,0.0,92.0,11.75,298.0,22.78,1
0,55.9465,-5.4727,280.78,1018.0,84.0,278.25,0.0,100.0,9.66,297.0,16.62,1
0,50.3156,-3.7537,283.55,1027.0,90.0,281.98,0.05,100.0,7.8,291.0,14.36,1
0,52.3958,-0.8696,284.86,1020.0,72.0,279.99,0.0,100.0,6.26,285.0,11.62,1
0,57.4276,-2.2431,279.67,1005.0,79.0,276.3,0.0,66.0,0.89,289.0,3.13,1
0,51.7147,-3.5098,282.37,1024.0,72.0,277.59,0.06,99.0,9.39,300.0,17,1
0,54.9504,-4.6144,282.53,1018.0,85.0,280.14,0.0,93.0,11.25,300.0,20.33,1
0,57.4591,-1.9368,278.95,1008.0,79.0,275.6,0.0,35.0,15.63,304.0,24.65,1
0,52.4076,-3.8772,282.46,1024.0,98.0,282.16,0.07,99.0,9.35,287.0,16.8,1
0,54.711,-2.925,281.24,1017.0,79.0,277.82,0.0,97.0,10.38,291.0,19.56,1
0,55.6293,-5.544,282.23,1018.0,84.0,279.67,0.0,99.0,10.57,295.0,17.59,1
0,52.4147,-3.707,281.59,1023.0,96.0,280.99,0.07,98.0,9.88,291.0,18.25,1
0,55.2506,-3.0316,280.11,1015.0,74.0,275.8,0.0,100.0,9.44,290.0,22.04,1
0,56.241,-3.5747,280.08,1013.0,70.0,274.99,0.0,100.0,9.93,281.0,20.27,1
0,56.241,-3.5747,280.08,1013.0,70.0,274.99,0.0,100.0,9.93,281.0,20.27,1
0,55.33,-1.8597,282.24,1011.0,58.0,274.42,0.0,75.0,10.8,270.0,15.95,1
0,53.7438,-2.1607,281.68,1018.0,86.0,279.48,0.0,94.0,5.36,44.0,11.62,1
0,54.3938,-7.1489,283.6,1022.0,82.0,280.66,0.13,53.0,6.51,287.0,14.87,1
0,54.3927,-7.1834,283.62,1022.0,82.0,280.68,0.13,54.0,6.47,287.0,14.79,1
0,58.1169,-3.7194,278.11,1010.0,74.0,273.87,0.0,70.0,15.25,298.0,23.6,1
0,55.8065,-2.846,280.41,1013.0,71.0,275.51,0.0,90.0,12.67,291.0,22.91,1
0,57.0188,-2.2783,279.21,1017.0,71.0,274.36,0.0,43.0,3.58,302.0,6.71,1
0,55.7992,-2.4322,280.74,1012.0,72.0,276.02,0.0,96.0,13.15,293.0,22.75,1
0,54.9626,-7.0341,282.48,1021.0,82.0,279.57,0.1,40.0,7.72,280.0,16.3,1
0,50.2889,-5.1374,282.93,1028.0,93.0,281.85,0.18,90.0,9.26,290.0,16.3,1
0,55.7868,-2.8423,280.62,1013.0,72.0,275.91,0.0,89.0,12.69,293.0,23.2,1
0,56.3054,-3.4329,281.13,1013.0,68.0,275.59,0.0,100.0,9.68,284.0,19.9,1
0,52.0095,-4.0798,282.96,1024.0,92.0,281.72,0.06,95.0,9.58,297.0,16.61,1
0,55.761,-3.5155,280.45,1015.0,76.0,276.51,0.0,99.0,10.09,285.0,20.78,1
0,55.6453,-4.7427,282.56,1015.0,76.0,278.55,0.0,20.0,5.36,318.0,12.07,1
0,56.039,-5.1559,280.71,1017.0,84.0,278.18,0.0,100.0,9.24,294.0,18.29,1
0,55.3131,-4.1075,279.39,1016.0,83.0,276.72,0.0,88.0,11.94,298.0,21.9,1
0,52.1461,-1.9796,285.54,1022.0,72.0,280.64,0.0,52.0,1.34,270.0,3.13,1
0,52.452,-2.1835,285.53,1021.0,72.0,280.63,0.0,48.0,8.45,296.0,16.53,1
0,53.0255,-3.4059,282.46,1021.0,81.0,279.37,0.0,21.0,9.84,287.0,18.23,1
0,55.5553,-3.9201,279.82,1016.0,82.0,276.97,0.0,100.0,11.28,290.0,20.84,1
0,57.6114,-2.7244,279.23,1008.0,75.0,275.14,0.0,80.0,10.28,269.0,16.99,1
0,55.5789,-3.9923,279.73,1016.0,99.0,279.58,0.0,100.0,10.85,289.0,20.37,1
0,57.1502,-4.8912,280.84,1014.0,81.0,277.79,0.0,100.0,9.33,288.0,17.52,1
0,54.4571,-7.6535,281.73,1023.0,85.0,279.35,0.12,87.0,5.15,288.0,13.74,1
0,54.8472,-5.8335,283.13,1020.0,89.0,281.4,0.0,74.0,11.12,293.0,18.4,1
0,52.7329,-2.2749,285.15,1020.0,51.0,275.34,0.0,62.0,10.23,297.0,18.56,1
0,53.7303,-0.948,284.19,1016.0,77.0,280.32,0.0,87.0,11.24,290.0,20.44,1
0,52.5261,0.1993,285.02,1018.0,73.0,280.34,0.0,97.0,10.31,289.0,18.67,1
0,52.4698,0.1332,285.24,1016.0,73.0,280.55,0.0,97.0,6.26,298.0,13.86,1
0,55.6692,-2.8275,280.51,1013.0,73.0,276.0,0.0,91.0,12.43,295.0,23.68,1
0,54.6636,-1.3969,282.98,1014.0,67.0,277.15,0.0,20.0,12.86,290.0,16.3,1
0,52.5972,0.0951,284.93,1017.0,73.0,280.25,0.0,93.0,1.34,108.0,4.47,1
0,52.4305,-0.0292,285.5,1016.0,68.0,279.77,0.0,94.0,6.26,298.0,13.86,1
0,52.7326,-0.2257,284.9,1018.0,69.0,279.41,0.0,94.0,10.02,293.0,19.1,1
0,55.7908,-3.1683,281.01,1014.0,63.0,274.41,0.0,99.0,11.17,287.0,22.26,1
0,54.5974,-3.571,282.16,1018.0,88.0,280.28,0.0,97.0,2.68,335.0,8.05,1
0,54.3768,-3.4563,282.56,1019.0,85.0,280.17,0.0,91.0,11.95,299.0,19.19,1
0,54.5788,-3.5204,281.53,1018.0,88.0,279.66,0.0,99.0,2.68,335.0,8.05,1
0,54.204,-3.3245,282.8,1019.0,84.0,280.23,0.0,88.0,12.55,297.0,20.24,1
0,54.5791,-3.5254,281.51,1018.0,88.0,279.64,0.0,99.0,2.68,335.0,8.05,1
0,57.4079,-1.9332,279.48,1008.0,69.0,274.22,0.0,37.0,15.92,304.0,24.73,1
0,53.3444,-0.9341,284.52,1016.0,67.0,278.62,0.0,20.0,13.89,280.0,20.58,1
0,57.0956,-4.9655,279.78,1014.0,81.0,276.76,0.0,100.0,8.78,289.0,17.03,1
0,57.5298,-3.0089,279.08,1010.0,71.0,274.23,0.0,92.0,11.7,293.0,21.15,1
0,57.1614,-2.8148,277.98,1002.0,72.0,273.37,0.0,72.0,6.71,315.0,8.05,1
0,57.4669,-2.9194,278.21,1010.0,73.0,273.78,0.0,92.0,11.6,295.0,21.47,1
0,58.0132,-4.7607,279.24,1012.0,82.0,276.4,0.0,92.0,11.5,290.0,19.56,1
0,57.2502,-2.5908,278.74,1009.0,76.0,274.85,0.0,80.0,3.58,306.0,8.94,1
0,56.073,-4.1471,280.9,1015.0,73.0,276.37,0.0,98.0,9.48,292.0,20.13,1
0,53.8922,-2.7895,283.33,1019.0,86.0,281.1,0.0,40.0,10.29,290.0,15.43,1
0,55.1071,-3.3339,282.61,1016.0,73.0,278.02,0.0,98.0,10.28,293.0,19.82,1
0,56.6849,-3.3749,279.8,1011.0,65.0,273.7,0.0,93.0,12.94,299.0,23.62,1
0,55.7915,-4.2057,281.54,1018.0,79.0,278.11,0.0,75.0,3.58,270.0,7.6,1
0,55.3088,-4.7673,282.0,1018.0,85.0,279.62,0.0,100.0,9.65,293.0,17.53,1
0,54.4294,-3.4794,282.23,1019.0,88.0,280.35,0.0,95.0,11.54,299.0,18.75,1
0,55.5575,-3.8842,280.6,1016.0,82.0,277.73,0.0,100.0,11.35,291.0,20.95,1
0,53.9737,-0.5622,283.49,1013.0,70.0,278.26,0.0,100.0,6.17,270.0,16.3,1
0,57.7275,-3.9541,279.78,1011.0,72.0,275.1,0.0,72.0,11.49,288.0,19.98,1
0,57.5731,-2.2573,278.54,1008.0,76.0,274.66,0.0,68.0,15.09,300.0,23.92,1
0,54.2391,-3.1529,281.38,1018.0,83.0,278.67,0.0,97.0,11.68,295.0,20.67,1
