,lat,lon,temp,pressure,humidity,dew_point,uvi,clouds,wind_speed,wind_deg,wind_gust,probability
0,54.7502,-1.7607,281.91,1014.0,71.0,276.95,0.0,100.0,12.81,299.0,24.09,1
0,50.3053,-3.7496,283.95,1027.0,90.0,282.38,0.05,100.0,7.81,290.0,14.28,1
0,53.7648,-1.7103,282.76,1015.0,77.0,278.93,0.0,20.0,15.95,290.0,22.64,1
0,54.6423,-3.4968,282.07,1018.0,88.0,280.19,0.0,99.0,9.9,292.0,15.73,1
0,52.4148,1.7028,285.37,1012.0,72.0,280.48,0.0,83.0,2.68,191.0,16.3,1
0,54.3729,-7.2134,282.83,1023.0,83.0,280.09,0.13,57.0,6.48,287.0,14.69,1
0,54.9418,-6.2153,282.19,1021.0,84.0,279.63,0.0,81.0,8.98,291.0,16.87,1
0,57.7882,-4.2482,279.15,1009.0,76.0,275.25,0.0,79.0,9.83,299.0,16.09,1
0,52.6567,0.6833,284.27,1016.0,71.0,279.22,0.0,40.0,11.83,270.0,16.3,1
0,54.5782,-2.5634,282.05,1015.0,76.0,278.06,0.0,98.0,3.58,305.0,6.26,1
0,55.7307,-4.775,280.71,1014.0,80.0,277.49,0.0,100.0,5.36,318.0,12.07,1
0,53.8452,-0.1664,284.25,1013.0,51.0,274.5,0.0,100.0,6.17,270.0,16.3,1
0,57.4266,-2.3252,278.99,1005.0,79.0,275.63,0.0,72.0,0.89,289.0,3.13,1
0,53.4626,-0.6911,284.27,1016.0,66.0,278.16,0.0,75.0,13.38,290.0,19.03,1
0,54.8533,-3.3475,282.78,1017.0,76.0,278.76,0.0,100.0,9.22,285.0,16.2,1
0,50.0447,-5.2033,283.01,1029.0,93.0,281.93,0.18,75.0,5.66,240.0,16.3,1
0,50.3509,-5.0306,282.88,1028.0,93.0,281.8,0.18,90.0,9.26,290.0,16.3,1
0,55.4058,-5.7612,282.4,1019.0,87.0,280.35,0.0,75.0,10.29,290.0,16.3,1
0,55.9445,-5.0201,279.59,1016.0,82.0,276.74,0.0,100.0,10.76,294.0,19.59,1
0,55.9273,-4.9867,280.34,1016.0,82.0,277.48,0.0,100.0,11.18,294.0,19.81,1
0,55.349,-5.5928,282.14,1019.0,87.0,280.1,0.0,75.0,10.29,290.0,16.3,1
0,52.4439,-0.405,285.24,1018.0,64.0,278.64,0.0,40.0,9.77,290.0,16.3,1
0,52.3672,-3.5656,282.06,1022.0,92.0,280.83,0.07,94.0,10.57,294.0,19.04,1
0,52.6449,0.2765,284.8,1017.0,74.0,280.33,0.0,40.0,2.68,79.0,7.15,1
0,50.6378,-4.7053,282.11,1028.0,93.0,281.04,0.09,99.0,8.86,297.0,14.47,1
0,52.558,-0.1719,285.17,1018.0,69.0,279.67,0.0,90.0,9.96,291.0,18.34,1
0,51.4804,-1.5628,284.23,1022.0,89.0,282.49,0.0,89.0,8.34,298.0,14.36,1
0,51.507,-1.536,284.78,1022.0,88.0,282.86,0.0,87.0,8.54,298.0,14.51,1
0,52.9702,-0.7601,284.64,1017.0,70.0,279.37,0.0,75.0,9.77,290.0,15.43,1
0,52.4088,1.2231,285.01,1016.0,74.0,280.53,0.0,86.0,11.51,290.0,20.04,1
0,50.6275,-4.6301,281.88,1028.0,93.0,280.81,0.09,100.0,8.75,298.0,14.71,1
0,53.3876,-1.3779,284.19,1010.0,72.0,279.34,0.0,97.0,1.34,217.0,2.24,1
0,50.6569,-4.6541,282.11,1028.0,91.0,280.72,0.09,100.0,8.88,296.0,14.58,1
0,56.5629,-2.7907,281.6,1011.0,66.0,275.62,0.0,20.0,7.72,280.0,16.3,1
0,54.6691,-2.9245,280.87,1017.0,80.0,277.64,0.0,96.0,10.69,292.0,20.03,1
0,51.1644,1.3206,285.48,1018.0,70.0,280.17,0.0,68.0,10.66,289.0,17.13,1
0,51.5666,-2.9626,285.35,1024.0,79.0,281.82,0.0,100.0,8.05,300.0,13.5,1
0,52.687,1.6799,284.94,1014.0,73.0,280.26,0.0,89.0,13.51,294.0,21.25,1
0,57.9594,-6.7971,277.42,1014.0,76.0,273.57,0.0,99.0,9.86,295.0,16.1,1
0,52.8449,-1.8752,284.67,1019.0,74.0,280.2,0.0,83.0,9.84,296.0,18.73,1
0,54.7879,-3.3467,282.49,1018.0,78.0,278.86,0.0,100.0,8.88,283.0,15.62,1
0,52.7644,0.1486,284.72,1016.0,70.0,279.44,0.0,20.0,11.83,300.0,16.3,1
0,51.9747,-0.1852,285.74,1018.0,66.0,279.56,0.0,95.0,1.79,268.0,6.26,1
0,53.2006,-3.7605,282.22,1021.0,92.0,280.99,0.0,39.0,5.36,282.0,8.94,1
0,50.5608,-2.4454,284.66,1025.0,86.0,282.4,0.04,100.0,3.13,252.0,7.6,1
0,52.9166,-1.5177,284.73,1019.0,70.0,279.45,0.0,75.0,9.26,300.0,14.92,1
0,54.6871,-3.514,282.47,1018.0,88.0,280.59,0.0,98.0,9.76,290.0,15.12,1
0,54.7875,-1.4312,282.55,1008.0,69.0,277.16,0.0,99.0,3.58,10.0,8.05,1
0,50.9818,-3.618,282.6,1025.0,88.0,280.71,0.08,96.0,8.57,301.0,16.61,1
0,53.1318,-3.5335,281.58,1021.0,85.0,279.21,0.0,25.0,9.3,283.0,17.23,1
0,54.6968,-3.4181,282.14,1018.0,88.0,280.26,0.0,99.0,9.34,287.0,15.52,1
0,50.9728,-4.2867,282.98,1027.0,92.0,281.74,0.08,100.0,9.07,290.0,15.66,1
0,51.066,-2.3099,283.96,1021.0,94.0,283.03,0.05,100.0,8.01,293.0,14.43,1
0,51.5386,-0.0156,287.15,1019.0,63.0,280.23,0.0,40.0,2.24,310.0,5.36,1
0,52.4421,-3.4308,282.19,1022.0,89.0,280.48,0.0,88.0,10.43,295.0,18.91,1
0,54.8079,-1.3707,282.81,1003.0,69.0,277.41,0.0,99.0,3.58,272.0,8.05,1
0,52.9576,-2.4175,284.55,1021.0,70.0,279.28,0.0,44.0,4.92,261.0,12.52,1
0,51.8927,-0.131,286.04,1018.0,68.0,280.28,0.0,92.0,1.79,268.0,6.26,1
0,50.0504,-5.2002,282.99,1029.0,93.0,281.91,0.18,75.0,5.66,240.0,16.3,1
0,53.961,-1.9071,282.58,1015.0,78.0,278.94,0.0,20.0,5.81,282.0,10.28,1
0,52.2112,-0.8591,285.81,1005.0,77.0,281.89,0.0,100.0,3.58,282.0,7.6,1
0,53.4876,-1.6201,283.21,1018.0,74.0,278.79,0.0,96.0,9.88,294.0,21.51,1
0,52.3505,-0.9099,285.4,1019.0,74.0,280.91,0.0,100.0,2.24,322.0,4.02,1
0,52.9547,-2.3358,284.18,1021.0,69.0,278.72,0.0,54.0,4.92,261.0,12.52,1
0,55.1035,-1.6222,283.22,1013.0,63.0,276.51,0.0,20.0,10.8,280.0,16.3,1
0,53.9708,-2.1739,282.73,1017.0,83.0,279.99,0.0,90.0,13.76,289.0,23.76,1
0,58.5521,-3.385,279.07,1007.0,75.0,274.98,0.0,40.0,13.38,290.0,16.3,1
0,51.4165,-0.9217,285.69,1022.0,70.0,280.37,0.0,40.0,3.13,240.0,4.92,1
0,52.3351,-0.8959,285.23,1019.0,74.0,280.74,0.0,100.0,2.24,322.0,4.02,1
0,50.364,-4.7396,283.3,1028.0,92.0,282.06,0.09,98.0,8.79,303.0,14.74,1
0,57.4208,-2.1898,279.56,1005.0,79.0,276.19,0.0,61.0,0.89,289.0,3.13,1
0,57.4493,-2.1527,278.98,1005.0,79.0,275.62,0.0,55.0,0.89,289.0,3.13,1
0,50.1799,-5.1875,282.65,1029.0,93.0,281.58,0.18,75.0,5.66,240.0,16.3,1
0,53.8883,-2.786,283.34,1019.0,86.0,281.11,0.0,40.0,10.29,290.0,15.43,1
0,53.7497,-2.15,281.49,1018.0,86.0,279.29,0.0,95.0,5.36,44.0,11.62,1
0,51.6432,-3.5767,281.04,1024.0,85.0,278.68,0.06,99.0,9.12,297.0,16.19,1
0,56.0264,-4.8486,281.78,1016.0,81.0,278.71,0.0,99.0,9.46,293.0,19.8,1
0,53.5613,-1.7042,282.27,1018.0,81.0,279.19,0.0,97.0,9.59,292.0,21.47,1
0,50.3554,-4.2409,283.38,1027.0,93.0,282.3,0.07,100.0,4.02,296.0,8.05,1
0,55.9141,-4.6776,281.55,1016.0,72.0,276.8,0.0,75.0,5.66,280.0,16.3,1
0,55.8872,-3.6507,281.88,1013.0,53.0,272.88,0.0,20.0,9.77,270.0,16.98,1
0,54.7886,-3.1904,282.35,1017.0,78.0,278.72,0.0,99.0,8.84,282.0,16.98,1
0,54.2467,-3.0972,281.76,1018.0,82.0,278.87,0.0,98.0,11.14,295.0,20.53,1
0,51.702,-2.2677,284.68,1023.0,79.0,281.17,0.0,89.0,8.3,295.0,15.1,1
0,55.6919,-4.279,280.66,1016.0,86.0,278.47,0.0,100.0,8.44,285.0,18.28,1
0,54.8403,-1.3375,283.48,1003.0,68.0,277.84,0.0,99.0,3.58,272.0,8.05,1
0,55.6919,-4.279,280.66,1016.0,86.0,278.47,0.0,100.0,8.44,285.0,18.28,1
0,55.681,-4.0691,281.55,1016.0,82.0,278.66,0.0,100.0,9.41,286.0,19.16,1
0,55.5332,-3.8924,281.33,1016.0,83.0,278.62,0.0,100.0,11.58,291.0,21.12,1
0,50.9638,0.8227,286.42,1019.0,71.0,281.28,0.0,20.0,8.23,280.0,16.3,1
0,54.704,-7.4405,283.49,1022.0,84.0,280.91,0.1,71.0,7.0,286.0,14.07,1
0,57.6266,-2.9226,278.35,1008.0,71.0,273.53,0.0,84.0,10.28,269.0,16.99,1
0,52.5731,0.0893,284.99,1017.0,73.0,280.31,0.0,94.0,1.34,108.0,4.47,1
0,52.8449,-1.8752,284.67,1019.0,74.0,280.2,0.0,83.0,9.84,296.0,18.73,1
0,55.0436,-6.2873,281.51,1021.0,86.0,279.31,0.0,85.0,9.46,292.0,16.95,1
0,57.371,-2.8579,278.62,1010.0,83.0,275.97,0.0,89.0,11.98,297.0,22.23,1
0,52.4804,1.761,285.39,1014.0,72.0,280.5,0.0,85.0,12.9,294.0,20.66,1
0,54.7389,-6.119,282.1,1021.0,85.0,279.72,0.0,40.0,4.12,300.0,16.3,1
0,50.6522,-1.3818,283.36,1024.0,90.0,281.79,0.0,85.0,8.55,288.0,13.89,1
0,58.4435,-3.0854,279.39,1007.0,75.0,275.29,0.0,40.0,13.38,290.0,16.3,1
0,55.2568,-4.7319,281.62,1019.0,87.0,279.58,0.0,100.0,8.86,294.0,17.47,1
0,54.7616,-1.4151,282.61,1008.0,69.0,277.22,0.0,100.0,3.58,10.0,8.05,1
0,57.6151,-2.5959,279.06,1009.0,75.0,274.97,0.0,79.0,15.41,296.0,23.51,1
0,55.0219,-6.8198,281.74,1021.0,84.0,279.19,0.0,89.0,8.35,291.0,15.57,1
0,54.6414,-7.6054,282.46,1022.0,84.0,279.9,0.09,80.0,6.21,286.0,13.9,1
0,55.883,-2.5075,281.18,1012.0,72.0,276.45,0.0,97.0,13.71,289.0,21.89,1
0,50.6846,-1.4656,284.28,1024.0,90.0,282.7,0.0,85.0,8.26,289.0,13.67,1
0,55.7622,-3.7626,280.79,1015.0,82.0,277.92,0.0,100.0,9.86,285.0,19.9,1
0,55.6439,-4.8061,282.63,1014.0,80.0,279.36,0.0,100.0,5.36,318.0,12.07,1
0,54.8097,-7.339,281.87,1022.0,85.0,279.49,0.1,75.0,7.57,285.0,14.46,1
0,56.2698,-4.0589,279.99,1014.0,66.0,274.09,0.0,100.0,11.59,295.0,22.06,1
0,59.1131,-3.1438,278.26,1006.0,75.0,274.2,0.0,53.0,18.57,304.0,22.79,1
0,55.9505,-4.7642,282.6,1016.0,81.0,279.51,0.0,99.0,9.99,292.0,19.91,1
0,54.1903,-7.6284,280.85,1023.0,84.0,278.32,0.12,98.0,4.46,288.0,13.39,1
0,55.9572,-4.4443,280.7,1016.0,75.0,276.56,0.0,75.0,5.66,280.0,16.3,1
0,54.6081,-1.1345,283.52,1014.0,66.0,277.45,0.0,100.0,10.94,294.0,19.08,1
0,58.2999,-3.4434,278.44,1009.0,75.0,274.37,0.0,72.0,15.53,302.0,24.06,1
0,56.2544,-5.3755,279.72,1017.0,82.0,276.87,0.0,100.0,8.89,295.0,15.95,1
0,52.9379,-0.2178,284.78,1016.0,61.0,277.52,0.0,40.0,10.29,290.0,16.3,1
0,52.5713,0.1215,284.97,1017.0,73.0,280.29,0.0,94.0,1.34,108.0,4.47,1
0,54.5471,-7.6956,282.81,1023.0,85.0,280.41,0.09,87.0,5.36,286.0,13.83,1
0,54.4434,-7.6168,281.66,1023.0,85.0,279.29,0.12,86.0,5.27,289.0,13.75,1
0,52.5186,-0.1088,285.25,1018.0,69.0,279.74,0.0,91.0,9.98,291.0,18.18,1
0,52.8362,0.1068,284.72,1016.0,65.0,278.37,0.0,20.0,11.83,300.0,16.3,1
0,57.4298,-6.4583,278.72,1015.0,82.0,275.89,0.0,100.0,8.05,359.0,12.52,1
0,55.8679,-3.8643,281.03,1015.0,82.0,278.15,0.0,100.0,9.5,286.0,19.87,1
0,55.3532,-1.8557,282.63,1011.0,58.0,274.79,0.0,75.0,10.8,270.0,15.95,1
0,53.183,0.2657,284.65,1015.0,69.0,279.17,0.0,92.0,12.26,288.0,20.3,1
0,58.2194,-6.3833,279.62,1013.0,82.0,276.77,0.0,20.0,3.58,100.0,8.94,1
0,51.507,-1.536,284.78,1022.0,88.0,282.86,0.0,87.0,8.54,298.0,14.51,1
0,51.3071,1.2626,285.95,1018.0,71.0,280.83,0.0,73.0,10.72,289.0,17.65,1
0,55.7573,-4.8534,282.56,1014.0,80.0,279.29,0.0,100.0,5.36,318.0,12.07,1
0,50.9021,-3.4912,283.95,1025.0,90.0,282.38,0.07,75.0,5.81,280.0,9.83,1
0,50.8726,-2.8896,283.57,1010.0,87.0,281.5,0.06,98.0,2.68,318.0,6.26,1
0,54.7314,-1.4968,282.71,1013.0,69.0,277.31,0.0,100.0,3.58,10.0,8.05,1
0,57.8777,-4.0311,280.8,1009.0,76.0,276.84,0.0,71.0,9.83,299.0,16.09,1
0,53.999,-1.6496,282.73,1014.0,75.0,278.52,0.0,20.0,6.71,312.0,12.96,1
0,50.7975,-4.3924,282.87,1025.0,91.0,281.47,0.08,100.0,6.26,343.0,8.94,1
0,55.7563,-4.8062,280.13,1014.0,80.0,276.92,0.0,100.0,5.36,318.0,12.07,1
0,52.9358,0.5921,284.22,1016.0,74.0,279.77,0.0,96.0,6.26,258.0,9.83,1
0,55.8843,-2.3109,282.04,1012.0,67.0,276.25,0.0,99.0,14.0,290.0,21.51,1
0,52.9199,-3.1835,283.35,1019.0,77.0,279.5,0.0,25.0,6.26,127.0,12.96,1
0,51.5879,-3.6758,282.81,1025.0,85.0,280.41,0.06,99.0,9.42,295.0,15.88,1
0,52.8865,0.5368,284.18,1016.0,74.0,279.73,0.0,93.0,12.31,286.0,20.07,1
0,52.4469,-0.1063,285.46,1018.0,68.0,279.73,0.0,92.0,9.85,291.0,17.95,1
0,50.3634,-4.704,283.66,1028.0,91.0,282.25,0.09,98.0,8.82,303.0,14.8,1
0,53.3213,0.2384,284.44,1014.0,66.0,278.33,0.0,91.0,10.8,270.0,15.95,1
0,51.5187,0.1508,287.08,1019.0,63.0,280.16,0.0,40.0,2.24,355.0,5.36,1
0,52.6577,0.7007,284.3,1016.0,71.0,279.25,0.0,40.0,11.83,270.0,16.3,1
0,52.6293,0.8921,284.45,1016.0,72.0,279.59,0.0,87.0,11.34,288.0,20,1
0,51.2544,-2.5834,282.52,1023.0,90.0,280.97,0.06,90.0,4.02,279.0,8.05,1
0,52.2045,-0.0542,285.7,1019.0,63.0,278.85,0.0,20.0,2.68,292.0,6.26,1
0,50.6563,-1.3754,283.64,1024.0,90.0,282.07,0.0,85.0,8.53,288.0,13.88,1
0,56.8205,-2.4931,280.7,1010.0,59.0,273.21,0.0,49.0,8.78,297.0,18.55,1
0,54.4323,-7.1079,283.34,1022.0,82.0,280.41,0.13,49.0,6.45,286.0,14.99,1
0,54.705,-7.4265,283.7,1022.0,84.0,281.11,0.1,70.0,7.06,286.0,14.14,1
0,55.5909,-3.0123,279.7,1013.0,66.0,273.81,0.0,99.0,12.19,294.0,24.1,1
0,54.0698,-2.654,281.34,1019.0,94.0,280.43,0.0,99.0,10.79,292.0,19.02,1
0,53.1363,-3.725,281.67,1022.0,92.0,280.45,0.0,48.0,9.52,281.0,16.61,1
0,50.3116,-3.768,283.66,1027.0,90.0,282.09,0.05,100.0,7.86,291.0,14.34,1
0,54.7314,-1.4968,282.71,1013.0,69.0,277.31,0.0,100.0,3.58,10.0,8.05,1
0,50.78,-2.1824,284.69,1024.0,86.0,282.43,0.04,96.0,8.16,297.0,14.17,1
0,50.2886,-3.7813,284.25,1027.0,89.0,282.51,0.05,100.0,7.96,291.0,14.19,1
0,53.669,-2.2679,281.27,1018.0,86.0,279.07,0.0,89.0,5.36,44.0,11.62,1
0,52.6272,-0.0808,284.88,1018.0,70.0,279.6,0.0,92.0,9.95,291.0,18.56,1
0,52.129,-2.3184,285.51,1020.0,76.0,281.4,0.0,59.0,1.34,320.0,6.26,1
0,56.2331,-3.0501,281.59,1009.0,65.0,275.4,0.0,40.0,7.15,90.0,7.15,1
0,53.6471,-2.3933,282.62,1018.0,84.0,280.06,0.0,83.0,10.67,293.0,20.61,1
0,58.532,-3.5731,278.67,1009.0,77.0,274.96,0.0,87.0,15.02,300.0,22.92,1
0,58.0705,-4.1699,279.21,1011.0,76.0,275.3,0.0,77.0,12.44,297.0,21.36,1
0,51.7791,-3.1462,282.69,1023.0,72.0,277.9,0.04,100.0,9.88,302.0,17.83,1
0,53.143,0.2411,284.66,1016.0,69.0,279.18,0.0,93.0,12.25,288.0,20.2,1
0,56.2065,-3.4605,281.98,1013.0,68.0,276.41,0.0,100.0,9.97,281.0,19.95,1
0,53.467,-0.6834,284.25,1016.0,66.0,278.15,0.0,75.0,13.38,290.0,19.03,1
0,51.0464,-2.3366,283.74,1021.0,96.0,283.13,0.05,100.0,8.13,293.0,14.43,1
0,56.9639,-2.2108,280.69,1009.0,71.0,275.78,0.0,47.0,12.09,303.0,21.8,1
0,55.0018,-6.5649,283.66,1021.0,83.0,280.9,0.0,83.0,8.36,295.0,15.91,1
0,52.8017,1.0559,284.39,1015.0,69.0,278.92,0.0,85.0,12.25,289.0,20.64,1
0,51.5166,-2.7027,284.71,1023.0,87.0,282.62,0.0,90.0,4.47,256.0,8.05,1
0,53.3049,-0.8722,284.23,1017.0,67.0,278.34,0.0,75.0,10.19,292.0,20.16,1
0,53.3328,0.1775,284.38,1014.0,66.0,278.27,0.0,90.0,10.8,270.0,15.95,1
0,53.2617,-0.4366,284.57,1016.0,62.0,277.56,0.0,75.0,13.38,290.0,19.03,1
0,53.2549,-0.5034,284.41,1016.0,62.0,277.4,0.0,75.0,13.38,290.0,19.03,1
0,53.2962,-0.4184,284.57,1016.0,62.0,277.56,0.0,75.0,13.38,290.0,19.03,1
0,57.4511,-2.6915,279.12,1009.0,71.0,274.27,0.0,85.0,12.85,298.0,22.36,1
0,56.0708,-4.0955,280.11,1015.0,66.0,274.2,0.0,99.0,9.65,291.0,20.23,1
0,58.0404,-4.0588,279.23,1010.0,75.0,275.14,0.0,75.0,12.82,298.0,21.72,1
0,58.5417,-3.6895,278.79,1009.0,77.0,275.08,0.0,88.0,14.91,299.0,22.76,1
0,58.537,-3.8705,278.71,1009.0,77.0,275.0,0.0,88.0,14.82,299.0,22.39,1
0,58.0019,-4.5,278.71,1011.0,80.0,275.54,0.0,78.0,11.75,294.0,20.31,1
0,58.5987,-3.2147,279.04,1007.0,75.0,274.95,0.0,40.0,13.38,290.0,16.3,1
0,58.4488,-3.2498,279.08,1007.0,75.0,274.99,0.0,40.0,13.38,290.0,16.3,1
0,51.7855,-3.3424,282.12,1023.0,72.0,277.35,0.04,100.0,10.03,301.0,17.96,1
0,52.8953,-1.915,284.75,1019.0,76.0,280.67,0.0,87.0,10.53,297.0,19.51,1
0,51.419,-0.9855,285.7,1021.0,71.0,280.59,0.0,100.0,1.34,29.0,4.47,1
0,51.7784,-3.8472,282.56,1024.0,80.0,279.29,0.06,97.0,8.91,302.0,15.94,1
0,59.0653,-3.0369,278.59,1006.0,70.0,273.56,0.0,75.0,14.4,300.0,16.3,1
0,55.4496,-2.6091,281.13,1013.0,71.0,276.2,0.0,100.0,10.13,291.0,22,1
0,55.7648,-3.0176,280.56,1013.0,66.0,274.63,0.0,98.0,12.08,290.0,23.07,1
0,55.6907,-2.8279,280.15,1013.0,73.0,275.65,0.0,90.0,12.53,295.0,23.71,1
0,55.3497,-4.3712,280.57,1017.0,86.0,278.38,0.0,98.0,10.36,294.0,19.49,1
0,55.6942,-5.6004,282.05,1019.0,83.0,279.32,0.0,100.0,10.85,294.0,17.35,1
0,54.6636,-1.3969,282.98,1014.0,67.0,277.15,0.0,20.0,12.86,290.0,16.3,1
0,56.3964,-3.3543,281.78,1012.0,69.0,276.42,0.0,100.0,3.58,253.0,5.81,1
0,55.5666,-3.9203,280.65,1016.0,99.0,280.5,0.0,100.0,11.17,290.0,20.74,1
0,53.591,-2.0369,282.32,1018.0,82.0,279.41,0.0,95.0,10.35,290.0,21.61,1
0,55.5525,-3.9593,280.6,1016.0,83.0,277.91,0.0,100.0,11.21,290.0,20.72,1
0,54.7222,-1.4349,282.54,1013.0,69.0,277.15,0.0,100.0,3.58,10.0,8.05,1
0,54.7421,-1.7654,281.66,1014.0,72.0,276.91,0.0,100.0,12.79,299.0,24.08,1
0,56.4216,-3.8841,279.7,1013.0,72.0,275.02,0.0,99.0,8.98,293.0,21.6,1
0,56.3054,-3.4329,281.13,1013.0,68.0,275.59,0.0,100.0,9.68,284.0,19.9,1
0,52.3069,-4.0292,282.83,1024.0,98.0,282.53,0.06,100.0,9.75,286.0,16.2,1
0,52.2762,-0.0326,285.76,1018.0,63.0,278.91,0.0,20.0,1.34,43.0,4.47,1
0,56.6733,-2.6674,282.12,1010.0,59.0,274.55,0.0,57.0,10.3,295.0,20.76,1
0,55.8164,-3.6113,280.96,1015.0,75.0,276.81,0.0,100.0,10.08,285.0,20.6,1
0,50.1773,-5.1316,282.69,1029.0,93.0,281.62,0.18,75.0,5.66,240.0,16.3,1
0,54.7507,-1.3894,282.79,1013.0,68.0,277.18,0.0,100.0,3.58,10.0,8.05,1
0,55.3743,-4.3766,280.94,1017.0,85.0,278.58,0.0,99.0,10.29,293.0,19.18,1
0,55.912,-3.9032,281.48,1015.0,82.0,278.59,0.0,100.0,9.4,286.0,19.88,1
0,55.8336,-3.8773,281.27,1015.0,82.0,278.39,0.0,100.0,0.89,195.0,3.13,1
0,51.9971,-4.4413,282.73,1025.0,89.0,281.01,0.08,91.0,8.21,296.0,15.45,1
0,55.0188,-6.2857,281.95,1021.0,86.0,279.74,0.0,84.0,9.22,292.0,16.95,1
0,54.8043,-6.0806,281.25,1021.0,86.0,279.05,0.0,40.0,4.12,300.0,16.3,1
0,54.9293,-7.3167,282.38,1021.0,82.0,279.47,0.1,40.0,7.72,280.0,16.3,1
0,54.9702,-6.9996,283.05,1021.0,82.0,280.13,0.0,40.0,7.72,280.0,16.3,1
0,54.5086,-7.1064,282.5,1022.0,82.0,279.59,0.1,45.0,6.34,286.0,15.08,1
0,52.1471,-4.2733,283.0,1024.0,92.0,281.76,0.06,94.0,4.47,275.0,8.49,1
0,53.3145,-1.236,283.85,1017.0,71.0,278.81,0.0,97.0,4.02,266.0,10.73,1
0,54.8237,-1.6758,282.03,1012.0,70.0,276.86,0.0,99.0,4.02,263.0,11.62,1
0,53.844,-1.0298,284.12,1015.0,68.0,278.45,0.0,91.0,10.97,290.0,20.18,1
0,53.0041,-3.6134,282.09,1022.0,86.0,279.88,0.0,50.0,9.85,285.0,17.33,1
0,54.6863,-7.0886,283.15,1022.0,85.0,280.75,0.1,61.0,8.11,288.0,15.96,1
0,54.305,-7.883,281.82,1023.0,88.0,279.95,0.12,99.0,5.15,287.0,13.68,1
0,54.439,-7.3415,282.25,1023.0,83.0,279.52,0.13,60.0,6.12,288.0,14.4,1
0,54.938,-7.383,283.97,1021.0,82.0,281.02,0.1,40.0,7.72,280.0,16.3,1
0,55.2034,-1.5302,283.72,1007.0,62.0,276.75,0.0,99.0,4.92,302.0,9.39,1
0,55.5736,-2.9373,280.09,1013.0,66.0,274.18,0.0,98.0,12.16,295.0,23.98,1
0,55.0688,-4.7971,282.05,1019.0,88.0,280.17,0.0,100.0,10.52,299.0,18.89,1
0,55.551,-3.761,280.6,1015.0,81.0,277.56,0.0,100.0,11.74,292.0,21.46,1
0,55.1284,-4.7463,281.94,1019.0,88.0,280.06,0.0,100.0,9.6,297.0,18.4,1
0,52.1984,1.3934,285.38,1017.0,70.0,280.08,0.0,81.0,7.15,269.0,11.18,1
0,54.4624,-7.3329,282.77,1022.0,83.0,280.03,0.13,56.0,6.16,287.0,14.47,1
0,51.6158,-1.6661,285.18,1021.0,76.0,281.09,0.0,75.0,3.13,285.0,6.71,1
0,56.9372,-2.3034,279.47,1010.0,71.0,274.61,0.0,49.0,10.93,302.0,20.58,1
0,52.6956,-1.961,284.56,1020.0,70.0,279.29,0.0,69.0,5.81,305.0,11.62,1
0,55.7977,-3.2604,280.96,1013.0,61.0,273.92,0.0,20.0,9.77,270.0,16.98,1
0,53.183,0.2657,284.65,1015.0,69.0,279.17,0.0,92.0,12.26,288.0,20.3,1
0,56.2605,-3.4464,280.93,1013.0,68.0,275.4,0.0,100.0,9.76,281.0,19.64,1
0,51.7263,-5.0609,283.71,1026.0,88.0,281.81,0.09,99.0,10.01,293.0,16.19,1
0,56.2765,-3.6085,280.01,1013.0,67.0,274.32,0.0,100.0,9.78,283.0,20.51,1
0,58.0123,-4.6727,278.68,1011.0,82.0,275.86,0.0,88.0,11.61,291.0,19.85,1
0,50.6589,-4.1165,282.88,1027.0,93.0,281.8,0.08,100.0,8.19,297.0,15.35,1
0,51.4699,-2.5041,284.01,1023.0,90.0,282.44,0.06,90.0,3.58,287.0,6.71,1
0,52.5423,-3.5792,282.22,1022.0,91.0,280.83,0.0,91.0,9.57,291.0,18.37,1
0,56.7338,-2.7616,281.81,1010.0,59.0,274.26,0.0,43.0,10.5,297.0,22.77,1
0,55.8537,-4.7808,280.12,1016.0,80.0,276.91,0.0,100.0,11.46,292.0,19.84,1
0,55.6356,-2.0333,282.58,1012.0,66.0,276.56,0.0,100.0,12.42,291.0,21.88,1
0,51.6363,-4.0244,283.87,1024.0,87.0,281.8,0.08,94.0,3.13,322.0,8.05,1
0,56.2765,-3.6085,280.01,1013.0,67.0,274.32,0.0,100.0,9.78,283.0,20.51,1
0,58.5129,-3.6916,278.62,1009.0,78.0,275.1,0.0,88.0,14.43,298.0,22.65,1
0,58.4385,-3.2015,279.05,1007.0,75.0,274.96,0.0,40.0,13.38,290.0,16.3,1
0,56.8205,-2.4931,280.7,1010.0,59.0,273.21,0.0,49.0,8.78,297.0,18.55,1
0,60.3895,-1.2081,278.24,998.0,76.0,274.36,0.0,73.0,14.24,311.0,18.73,1
0,51.9778,-4.238,282.92,1025.0,92.0,281.68,0.08,90.0,9.19,298.0,16.19,1
0,54.7637,-1.7575,281.79,1014.0,71.0,276.83,0.0,99.0,12.7,299.0,23.96,1
0,55.5732,-5.5874,281.19,1019.0,87.0,279.16,0.0,75.0,10.29,290.0,16.3,1
0,58.103,-3.7493,277.44,1010.0,74.0,273.22,0.0,69.0,15.22,298.0,23.54,1
0,55.58,-5.5681,280.72,1019.0,87.0,278.7,0.0,75.0,10.29,290.0,16.3,1
0,56.3823,-5.2977,279.19,1017.0,71.0,274.34,0.0,75.0,11.32,290.0,16.3,1
