,tempc,feelsc,windspeed_kph,winddir_deg,pressure_mb,precip_mm,humidity,visibility_km,cloud,weather_code,uvindex,isday,updatedon,a,Unnamed: 0,stationid,b,c,lat,lon
142,11,7.33,33.1,250.0,1019.0,0.2,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,856.0,856,374625,856.0,856.0,49.719448,-6.442957
143,11,7.41,28.1,250.0,1020.0,0.1,66.0,10.0,75.0,1003.0,3.0,1.0,2022-02-05 15:00,2293.0,2293,4001328,2293.0,2293.0,49.719448,-6.432957
144,11,7.41,38.9,240.0,1021.0,0.0,82.0,10.0,50.0,1003.0,3.0,1.0,2022-02-05 15:00,972.0,972,413253,972.0,972.0,49.719448,-6.422957
145,11,7.48,28.1,250.0,1020.0,0.2,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2559.0,2559,8572752,2559.0,2559.0,49.719448,-6.412957
146,11,7.52,38.9,240.0,1021.0,0.2,82.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,844.0,844,370629,844.0,844.0,49.719448,-6.402957
147,11,7.56,28.1,250.0,1020.0,0.3,66.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,879.0,879,382284,879.0,879.0,49.719448,-6.392957
148,11,7.56,33.1,250.0,1019.0,0.1,66.0,10.0,75.0,1003.0,3.0,1.0,2022-02-05 15:00,2235.0,2235,3461202,2235.0,2235.0,49.719448,-6.382956999999999
149,11,7.58,38.9,240.0,1021.0,0.1,82.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,2555.0,2555,8571420,2555.0,2555.0,49.719448,-6.3729569999999995
150,11,7.73,28.1,250.0,1020.0,0.1,66.0,10.0,75.0,1003.0,3.0,1.0,2022-02-05 15:00,892.0,892,386613,892.0,892.0,49.719448,-6.362957
151,2.2,-4.2,37.1,267.2,995.0,1.3,78.2,0.0,100.0,1117.0,1.0,1.0,2022-02-05 15:00,2777.0,2777,9533790,2777.0,2777.0,49.719448,-6.352957
152,2.3,-4.8,47.5,268.7,990.7,0.7,70.7,0.0,85.0,1117.0,1.0,1.0,2022-02-05 15:00,822.0,822,363303,822.0,822.0,49.719448,-6.342957
153,2.4,-2.6,23.0,268.5,997.0,6.0,97.8,2.0,100.0,1225.0,1.0,1.0,2022-02-05 15:00,2730.0,2730,9081909,2730.0,2730.0,49.719448,-6.3329569999999995
154,2.5,-2.6,24.1,265.9,997.2,4.0,94.3,2.0,100.0,1225.0,1.0,1.0,2022-02-05 15:00,896.0,896,387945,896.0,896.0,49.719448,-6.322957
155,2.5,-2.5,23.4,273.9,996.0,4.4,94.0,2.0,89.0,1225.0,1.0,1.0,2022-02-05 15:00,2613.0,2613,8594730,2613.0,2613.0,49.719448,-6.312957
156,2.7,-4.2,46.4,269.9,992.8,1.3,73.2,0.0,88.0,1117.0,1.0,1.0,2022-02-05 15:00,1022.0,1022,429903,1022.0,1022.0,49.719448,-6.302956999999999
157,3,-4.57,33.1,260.0,987.1,0.6,81.0,10.0,50.0,1213.0,1.0,1.0,2022-02-05 15:00,,2732,9082575,2732.0,2732.0,49.719448,-6.2929569999999995
158,3,-4.41,33.1,260.0,987.1,0.7,81.0,10.0,50.0,1213.0,1.0,1.0,2022-02-05 15:00,,2540,7294365,2540.0,2540.0,49.719448,-6.282957
159,3,-4.21,33.1,260.0,987.1,0.4,81.0,10.0,50.0,1213.0,1.0,1.0,2022-02-05 15:00,1032.0,1032,433233,1032.0,1032.0,49.719448,-6.272957
160,3.3,-4.0,56.2,268.2,989.9,0.8,68.6,0.0,57.7,1117.0,1.0,1.0,2022-02-05 15:00,,2737,9084573,2737.0,2737.0,49.719448,-6.262957
161,3.5,-3.1,45.4,273.0,995.3,0.7,69.2,0.0,68.2,1117.0,1.0,1.0,2022-02-05 15:00,1001.0,1001,422910,1001.0,1001.0,49.719448,-6.252956999999999
162,3.7,-2.9,46.4,270.0,994.7,1.0,69.2,0.0,72.9,1117.0,1.0,1.0,2022-02-05 15:00,2571.0,2571,8577081,2571.0,2571.0,49.719448,-6.242957
163,3.9,-2.4,43.6,270.0,995.3,0.8,68.4,7.0,78.5,1258.0,1.0,1.0,2022-02-05 15:00,2735.0,2735,9083574,2735.0,2735.0,49.719448,-6.232957
164,4,-3.5,47.9,270.0,994.9,0.6,81.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,836.0,836,367965,836.0,836.0,49.719448,-6.222956999999999
165,4,-3.46,47.9,270.0,994.9,0.6,81.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,2743.0,2743,9290367,2743.0,2743.0,49.719448,-6.212956999999999
166,4,-3.46,47.9,270.0,994.9,0.6,81.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,2744.0,2744,9290700,2744.0,2744.0,49.719448,-6.202957
167,4,-3.4,63.4,269.7,989.6,1.2,67.3,10.0,100.0,1249.0,1.0,1.0,2022-02-05 15:00,862.0,862,376623,862.0,862.0,49.719448,-6.192957
168,4,-3.34,47.9,270.0,994.9,0.7,81.0,10.0,50.0,1003.0,1.0,1.0,2022-02-05 15:00,1029.0,1029,432234,1029.0,1029.0,49.719448,-6.182957
169,4,-3.03,38.9,270.0,990.9,1.0,70.0,10.0,50.0,1009.0,1.0,1.0,2022-02-05 15:00,2746.0,2746,9291366,2746.0,2746.0,49.719448,-6.172957
170,4,-2.82,46.1,260.0,991.9,1.8,81.0,10.0,25.0,1183.0,2.0,1.0,2022-02-05 15:00,2787.0,2787,9569421,2787.0,2787.0,49.719448,-6.162957
171,4,-2.8,38.9,270.0,990.9,0.4,70.0,10.0,50.0,1009.0,1.0,1.0,2022-02-05 15:00,1013.0,1013,426906,1013.0,1013.0,49.719448,-6.152957
172,4,-2.78,46.1,260.0,991.9,1.8,81.0,10.0,25.0,1183.0,2.0,1.0,2022-02-05 15:00,2788.0,2788,9569754,2788.0,2788.0,49.719448,-6.142957
173,4,-2.63,46.1,260.0,991.9,0.6,81.0,10.0,25.0,1183.0,1.0,1.0,2022-02-05 15:00,2698.0,2698,9070920,2698.0,2698.0,49.719448,-6.132956999999999
174,4,-2.52,42.8,260.0,989.2,0.4,65.0,10.0,0.0,1000.0,1.0,1.0,2022-02-05 15:00,2749.0,2749,9292698,2749.0,2749.0,49.719448,-6.1229569999999995
175,4,-1.75,46.1,260.0,991.9,1.1,81.0,10.0,25.0,1183.0,1.0,1.0,2022-02-05 15:00,2697.0,2697,9070587,2697.0,2697.0,49.719448,-6.112957
176,4,-1.58,46.1,260.0,991.9,1.8,81.0,10.0,25.0,1183.0,1.0,1.0,2022-02-05 15:00,2712.0,2712,9075582,2712.0,2712.0,49.719448,-6.102957
177,4,-1.37,46.1,260.0,991.9,1.4,81.0,10.0,25.0,1183.0,1.0,1.0,2022-02-05 15:00,881.0,881,382950,881.0,881.0,49.719448,-6.092957
178,4,-1.31,46.1,260.0,991.9,3.8,81.0,10.0,25.0,1183.0,1.0,1.0,2022-02-05 15:00,859.0,859,375624,859.0,859.0,49.719448,-6.0829569999999995
179,4,-1.14,46.1,260.0,991.9,3.8,81.0,10.0,25.0,1183.0,1.0,1.0,2022-02-05 15:00,829.0,829,365634,829.0,829.0,49.719448,-6.072957
180,4.1,-2.7,52.6,270.2,994.1,1.1,67.8,10.0,60.9,1249.0,1.0,1.0,2022-02-05 15:00,2734.0,2734,9083241,2734.0,2734.0,49.719448,-6.062957
181,4.5,-2.5,60.1,268.9,991.0,1.2,67.0,10.0,50.8,1249.0,1.0,1.0,2022-02-05 15:00,2733.0,2733,9082908,2733.0,2733.0,49.719448,-6.052956999999999
182,4.5,-2.0,50.0,269.4,997.0,1.9,70.7,10.0,100.0,1249.0,1.0,1.0,2022-02-05 15:00,2736.0,2736,9083907,2736.0,2736.0,49.719448,-6.0429569999999995
183,4.5,-1.0,35.3,279.6,998.7,2.1,88.2,9.0,100.0,1204.0,1.0,1.0,2022-02-05 15:00,966.0,966,411255,966.0,966.0,49.719448,-6.032957
184,4.6,-1.5,43.2,252.0,1004.4,1.3,95.8,9.0,100.0,1204.0,1.0,1.0,2022-02-05 15:00,2676.0,2676,8764560,2676.0,2676.0,49.719448,-6.022957
185,5,-2.02,56.9,270.0,982.1,1.8,81.0,10.0,75.0,1258.0,2.0,1.0,2022-02-05 15:00,,2609,8593065,2609.0,2609.0,49.719448,-6.012957
186,5,-2.02,56.9,270.0,982.1,2.1,81.0,10.0,75.0,1258.0,1.0,1.0,2022-02-05 15:00,,2574,8578413,2574.0,2574.0,49.719448,-6.002956999999999
187,5,-1.75,56.9,270.0,982.1,1.5,81.0,10.0,75.0,1258.0,1.0,1.0,2022-02-05 15:00,,997,421578,,997.0,49.719448,-5.992957
188,5,-1.67,63.0,260.0,977.0,2.7,93.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,,2670,8758566,,2670.0,49.719448,-5.982957
189,5,-1.41,34.9,250.0,991.9,1.5,75.0,10.0,25.0,1009.0,1.0,1.0,2022-02-05 15:00,943.0,943,403596,943.0,943.0,49.719448,-5.972956999999999
190,5,-1.37,34.9,250.0,991.9,0.8,75.0,10.0,25.0,1009.0,1.0,1.0,2022-02-05 15:00,2610.0,2610,8593398,2610.0,2610.0,49.719448,-5.962956999999999
191,5,-1.1,34.9,250.0,991.9,1.6,75.0,10.0,25.0,1009.0,1.0,1.0,2022-02-05 15:00,2731.0,2731,9082242,2731.0,2731.0,49.719448,-5.952957
192,5,-1.08,34.9,250.0,991.9,1.3,75.0,10.0,25.0,1009.0,1.0,1.0,2022-02-05 15:00,926.0,926,397935,926.0,926.0,49.719448,-5.942957
193,5,-0.85,34.9,250.0,991.9,1.5,75.0,10.0,25.0,1009.0,1.0,1.0,2022-02-05 15:00,2745.0,2745,9291033,2745.0,2745.0,49.719448,-5.932957
194,5,-0.78,31.0,270.0,991.9,0.9,87.0,10.0,75.0,1009.0,1.0,1.0,2022-02-05 15:00,2748.0,2748,9292365,2748.0,2748.0,49.719448,-5.922957
195,5,-0.78,31.0,270.0,991.9,1.1,87.0,10.0,75.0,1009.0,1.0,1.0,2022-02-05 15:00,2700.0,2700,9071586,2700.0,2700.0,49.719448,-5.912957
196,5,-0.61,31.0,270.0,991.9,1.1,87.0,10.0,75.0,1009.0,1.0,1.0,2022-02-05 15:00,920.0,920,395937,920.0,920.0,49.719448,-5.902957
197,5,-0.56,31.0,270.0,991.9,1.2,87.0,10.0,75.0,1009.0,1.0,1.0,2022-02-05 15:00,2703.0,2703,9072585,2703.0,2703.0,49.719448,-5.892957
198,5,-0.24,31.0,270.0,991.9,1.2,87.0,10.0,75.0,1009.0,1.0,1.0,2022-02-05 15:00,2699.0,2699,9071253,2699.0,2699.0,49.719448,-5.882956999999999
199,5,-0.12,34.9,250.0,991.9,3.7,75.0,10.0,25.0,1009.0,1.0,1.0,2022-02-05 15:00,2719.0,2719,9077913,2719.0,2719.0,49.719448,-5.8729569999999995
200,5,-0.06,34.9,250.0,991.9,3.2,75.0,10.0,25.0,1009.0,1.0,1.0,2022-02-05 15:00,900.0,900,389277,900.0,900.0,49.719448,-5.862957
201,5,-0.0,31.0,270.0,991.9,3.1,87.0,10.0,75.0,1009.0,1.0,1.0,2022-02-05 15:00,902.0,902,389943,902.0,902.0,49.719448,-5.852957
202,5,-0.0,34.9,250.0,991.9,3.6,75.0,10.0,25.0,1009.0,1.0,1.0,2022-02-05 15:00,2678.0,2678,8765892,2678.0,2678.0,49.719448,-5.842957
203,5,0.03,34.9,250.0,991.9,3.4,75.0,10.0,25.0,1009.0,1.0,1.0,2022-02-05 15:00,2575.0,2575,8579745,2575.0,2575.0,49.719448,-5.8329569999999995
204,5,0.09,34.9,250.0,991.9,4.0,75.0,10.0,25.0,1009.0,1.0,1.0,2022-02-05 15:00,901.0,901,389610,901.0,901.0,49.719448,-5.822957
205,5,0.12,34.9,250.0,991.9,3.8,75.0,10.0,25.0,1009.0,1.0,1.0,2022-02-05 15:00,2671.0,2671,8760897,2671.0,2671.0,49.719448,-5.812957
206,5,0.25,34.9,250.0,991.9,4.5,75.0,10.0,25.0,1009.0,1.0,1.0,2022-02-05 15:00,2713.0,2713,9075915,2713.0,2713.0,49.719448,-5.802956999999999
207,5.5,0.2,36.0,253.7,1000.8,4.7,93.7,7.0,100.0,1189.0,2.0,1.0,2022-02-05 15:00,2723.0,2723,9079578,2723.0,2723.0,49.719448,-5.7929569999999995
208,6,-0.6,41.0,290.0,997.0,1.0,70.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,1019.0,1019,428904,1019.0,1019.0,49.719448,-5.782957
209,6,-0.33,41.0,290.0,997.0,1.2,70.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2552.0,2552,8570421,2552.0,2552.0,49.719448,-5.772957
210,6,-0.08,41.0,290.0,997.0,1.3,70.0,10.0,75.0,1003.0,2.0,1.0,2022-02-05 15:00,2747.0,2747,9291699,2747.0,2747.0,49.719448,-5.762957
211,6,0.07,56.9,240.0,999.0,1.1,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,827.0,827,364968,827.0,827.0,49.719448,-5.752957
212,6,0.21,56.9,240.0,999.0,3.0,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,2757.0,2757,9295695,2757.0,2757.0,49.719448,-5.742957
213,6,0.23,56.9,240.0,999.0,2.7,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,2627.0,2627,8744247,2627.0,2627.0,49.719448,-5.732957
214,6,0.25,56.9,240.0,999.0,1.4,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,2643.0,2643,8749575,2643.0,2643.0,49.719448,-5.722956999999999
215,6,0.25,56.9,240.0,999.0,2.0,100.0,3.2,50.0,1189.0,1.0,1.0,2022-02-05 15:00,961.0,961,409590,961.0,961.0,49.719448,-5.712956999999999
216,6,0.25,56.9,240.0,999.0,2.4,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,2558.0,2558,8572419,2558.0,2558.0,49.719448,-5.702957
217,6,0.3,44.6,245.0,1005.1,2.4,96.9,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2652.0,2652,8752572,2652.0,2652.0,49.719448,-5.692957
218,6,0.42,56.9,240.0,999.0,1.9,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,2754.0,2754,9294696,2754.0,2754.0,49.719448,-5.682957
219,6,0.47,56.9,240.0,999.0,1.5,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,2649.0,2649,8751573,2649.0,2649.0,49.719448,-5.672957
220,6,0.49,56.9,240.0,999.0,1.7,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,2778.0,2778,9538119,2778.0,2778.0,49.719448,-5.662957
221,6,0.49,56.9,240.0,999.0,1.7,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,864.0,864,377289,864.0,864.0,49.719448,-5.652957
222,6,0.56,56.9,240.0,999.0,2.3,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,2756.0,2756,9295362,2756.0,2756.0,49.719448,-5.642956999999999
223,6,0.72,56.9,240.0,999.0,3.2,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,2720.0,2720,9078246,2720.0,2720.0,49.719448,-5.632956999999999
224,6,0.85,56.9,240.0,999.0,4.2,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,2721.0,2721,9078579,2721.0,2721.0,49.719448,-5.6229569999999995
225,6,0.85,56.9,240.0,999.0,4.4,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,993.0,993,420246,993.0,993.0,49.719448,-5.612957
226,6,0.92,56.9,240.0,999.0,4.5,100.0,3.2,50.0,1189.0,2.0,1.0,2022-02-05 15:00,891.0,891,386280,891.0,891.0,49.719448,-5.602957
227,6.2,-0.3,62.6,236.3,988.4,0.9,90.0,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,,3130,10413576,3130.0,3130.0,49.719448,-5.592957
228,6.2,0.6,45.0,249.8,1003.9,2.7,92.0,7.0,100.0,1189.0,2.0,1.0,2022-02-05 15:00,2604.0,2604,8591067,2604.0,2604.0,49.719448,-5.5829569999999995
229,6.4,2.0,29.2,264.4,1005.5,3.4,91.8,7.0,100.0,1189.0,2.0,1.0,2022-02-05 15:00,2566.0,2566,8575083,2566.0,2566.0,49.719448,-5.572957
230,6.5,2.9,20.2,260.0,1005.6,3.6,94.4,7.0,100.0,1189.0,2.0,1.0,2022-02-05 15:00,890.0,890,385947,890.0,890.0,49.719448,-5.562956999999999
231,6.6,0.8,51.5,250.0,997.2,0.7,85.3,5.0,73.6,1150.0,2.0,1.0,2022-02-05 15:00,1006.0,1006,424575,1006.0,1006.0,49.719448,-5.552956999999999
232,6.6,1.2,43.9,250.1,1013.0,3.7,91.4,7.0,100.0,1189.0,2.0,1.0,2022-02-05 15:00,986.0,986,417915,986.0,986.0,49.719448,-5.5429569999999995
233,6.7,2.0,33.5,264.8,1004.9,2.1,90.8,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,369.0,369,180486,369.0,369.0,49.719448,-5.532957
234,6.7,2.6,25.6,254.6,1005.5,3.8,93.2,7.0,100.0,1189.0,2.0,1.0,2022-02-05 15:00,2663.0,2663,8756235,2663.0,2663.0,49.719448,-5.522957
235,6.7,3.4,18.7,259.4,1005.6,4.2,94.1,7.0,100.0,1189.0,2.0,1.0,2022-02-05 15:00,826.0,826,364635,826.0,826.0,49.719448,-5.512957
236,6.8,0.3,68.0,246.3,993.8,0.2,86.5,2.0,100.0,1153.0,2.0,1.0,2022-02-05 15:00,2473.0,2473,7263396,2473.0,2473.0,49.719448,-5.502957
237,6.8,2.4,29.9,264.2,1005.5,3.3,91.8,7.0,100.0,1189.0,2.0,1.0,2022-02-05 15:00,,2584,8583075,2584.0,2584.0,49.719448,-5.492957
238,6.9,1.6,44.3,253.8,1003.7,1.2,94.1,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,925.0,925,397602,925.0,925.0,49.719448,-5.482957
239,6.9,1.8,40.0,248.8,1014.8,1.9,92.4,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2763.0,2763,9297693,2763.0,2763.0,49.719448,-5.472956999999999
240,6.9,2.1,35.6,252.1,1002.1,3.0,89.8,7.0,100.0,1189.0,2.0,1.0,2022-02-05 15:00,884.0,884,383949,884.0,884.0,49.719448,-5.462956999999999
241,6.9,3.1,23.8,254.9,1005.9,3.1,93.7,7.0,100.0,1189.0,2.0,1.0,2022-02-05 15:00,2543.0,2543,7744914,2543.0,2543.0,49.719448,-5.452957
242,7,1.05,37.1,280.0,1000.0,1.1,93.0,10.0,0.0,1000.0,2.0,1.0,2022-02-05 15:00,2595.0,2595,8587071,2595.0,2595.0,49.719448,-5.442957
243,7,1.18,37.1,280.0,1000.0,1.1,93.0,10.0,0.0,1000.0,2.0,1.0,2022-02-05 15:00,871.0,871,379620,871.0,871.0,49.719448,-5.432957
244,7,1.22,37.1,240.0,994.9,1.1,87.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,2554.0,2554,8571087,2554.0,2554.0,49.719448,-5.422957
245,7,1.23,37.1,240.0,994.9,0.6,87.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,895.0,895,387612,895.0,895.0,49.719448,-5.412957
246,7,1.29,37.1,280.0,1000.0,1.9,93.0,10.0,0.0,1000.0,2.0,1.0,2022-02-05 15:00,948.0,948,405261,948.0,948.0,49.719448,-5.402957
247,7,1.4,38.9,240.0,1005.1,2.4,87.0,10.0,50.0,1183.0,2.0,1.0,2022-02-05 15:00,934.0,934,400599,934.0,934.0,49.719448,-5.392956999999999
248,7,1.53,31.0,260.0,997.0,0.8,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2804.0,2804,9618705,2804.0,2804.0,49.719448,-5.382956999999999
249,7,1.53,37.1,280.0,1000.0,1.3,93.0,10.0,0.0,1000.0,2.0,1.0,2022-02-05 15:00,982.0,982,416583,982.0,982.0,49.719448,-5.3729569999999995
250,7,1.61,31.0,260.0,998.0,1.9,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2553.0,2553,8570754,2553.0,2553.0,49.719448,-5.362957
251,7,1.63,31.0,260.0,998.0,2.5,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,985.0,985,417582,985.0,985.0,49.719448,-5.352957
252,7,1.63,31.0,260.0,998.0,2.6,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2728.0,2728,9081243,2728.0,2728.0,49.719448,-5.342957
253,7,1.63,37.1,280.0,1000.0,1.0,93.0,10.0,0.0,1000.0,2.0,1.0,2022-02-05 15:00,922.0,922,396603,922.0,922.0,49.719448,-5.3329569999999995
254,7,1.65,38.9,240.0,1005.1,0.4,87.0,10.0,50.0,1183.0,2.0,1.0,2022-02-05 15:00,842.0,842,369963,842.0,842.0,49.719448,-5.322957
255,7,1.8,43.6,252.1,1013.7,2.4,91.3,9.0,100.0,1183.0,2.0,1.0,2022-02-05 15:00,2636.0,2636,8747244,2636.0,2636.0,49.719448,-5.312956999999999
256,7,1.83,31.0,260.0,998.0,1.9,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2729.0,2729,9081576,2729.0,2729.0,49.719448,-5.302956999999999
257,7,1.94,31.0,260.0,998.0,2.0,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2354.0,2354,4455540,2354.0,2354.0,49.719448,-5.2929569999999995
258,7,1.99,37.1,240.0,994.9,2.2,87.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,888.0,888,385281,888.0,888.0,49.719448,-5.282957
259,7,2.01,31.0,260.0,998.0,2.7,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,1890.0,1890,2586411,1890.0,1890.0,49.719448,-5.272957
260,7,2.01,37.1,240.0,994.9,1.7,87.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,2358.0,2358,4460535,2358.0,2358.0,49.719448,-5.262957
261,7,2.03,31.0,260.0,997.0,4.2,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,3023.0,3023,10047276,3023.0,3023.0,49.719448,-5.252957
262,7,2.06,38.9,240.0,1005.1,2.5,87.0,10.0,50.0,1183.0,2.0,1.0,2022-02-05 15:00,996.0,996,421245,996.0,996.0,49.719448,-5.242957
263,7,2.08,31.0,260.0,997.0,5.9,81.0,10.0,75.0,1183.0,1.0,1.0,2022-02-05 15:00,866.0,866,377955,866.0,866.0,49.719448,-5.232957
264,7,2.08,37.1,240.0,994.9,0.5,87.0,10.0,50.0,1003.0,2.0,1.0,2022-02-05 15:00,2708.0,2708,9074250,2708.0,2708.0,49.719448,-5.222956999999999
265,7,2.13,31.0,260.0,998.0,2.5,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2726.0,2726,9080577,2726.0,2726.0,49.719448,-5.212956999999999
266,7,2.15,31.0,260.0,997.0,1.0,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,936.0,936,401265,936.0,936.0,49.719448,-5.202957
267,7,2.17,31.0,260.0,997.0,2.5,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2344.0,2344,4339656,2344.0,2344.0,49.719448,-5.192957
268,7,2.17,37.1,250.0,994.9,1.9,87.0,10.0,0.0,1000.0,2.0,1.0,2022-02-05 15:00,2331.0,2331,4258071,2331.0,2331.0,49.719448,-5.182957
269,7,2.2,31.0,260.0,998.0,2.9,87.0,9.0,75.0,1183.0,1.0,1.0,2022-02-05 15:00,2751.0,2751,9293364,2751.0,2751.0,49.719448,-5.172957
270,7,2.22,38.9,240.0,1005.1,1.7,87.0,10.0,50.0,1183.0,2.0,1.0,2022-02-05 15:00,2328.0,2328,4229100,2328.0,2328.0,49.719448,-5.162957
271,7,2.27,31.0,260.0,997.0,4.9,81.0,10.0,75.0,1183.0,1.0,1.0,2022-02-05 15:00,2724.0,2724,9079911,2724.0,2724.0,49.719448,-5.152957
272,7,2.27,31.0,260.0,998.0,2.4,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2600.0,2600,8589402,2600.0,2600.0,49.719448,-5.142956999999999
273,7,2.3,31.0,260.0,997.0,4.8,81.0,10.0,75.0,1183.0,1.0,1.0,2022-02-05 15:00,2572.0,2572,8577414,2572.0,2572.0,49.719448,-5.132956999999999
274,7,2.35,31.0,260.0,997.0,2.1,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2333.0,2333,4263399,2333.0,2333.0,49.719448,-5.1229569999999995
275,7,2.4,34.2,244.7,1012.6,3.9,94.5,7.0,100.0,1189.0,2.0,1.0,2022-02-05 15:00,816.0,816,361305,816.0,816.0,49.719448,-5.112957
276,7,2.42,31.0,260.0,997.0,1.7,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2337.0,2337,4311018,2337.0,2337.0,49.719448,-5.102957
277,7,2.48,31.0,260.0,998.0,1.7,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2334.0,2334,4282047,2334.0,2334.0,49.719448,-5.092957
278,7,2.56,37.1,250.0,994.9,1.2,87.0,10.0,0.0,1000.0,2.0,1.0,2022-02-05 15:00,2710.0,2710,9074916,2710.0,2710.0,49.719448,-5.0829569999999995
279,7,2.59,31.0,260.0,997.0,1.8,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2326.0,2326,4219110,2326.0,2326.0,49.719448,-5.072957
280,7,2.67,31.0,260.0,998.0,2.4,87.0,9.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,2725.0,2725,9080244,2725.0,2725.0,49.719448,-5.062956999999999
281,7,2.67,31.0,260.0,998.0,3.3,87.0,9.0,75.0,1183.0,1.0,1.0,2022-02-05 15:00,2718.0,2718,9077580,2718.0,2718.0,49.719448,-5.052956999999999
282,7,2.73,31.0,260.0,997.0,1.2,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,885.0,885,384282,885.0,885.0,49.719448,-5.0429569999999995
283,7,2.76,37.1,240.0,994.9,2.8,87.0,10.0,50.0,1003.0,1.0,1.0,2022-02-05 15:00,2672.0,2672,8761563,2672.0,2672.0,49.719448,-5.032957
284,7,2.82,31.0,260.0,998.0,3.7,87.0,9.0,75.0,1183.0,1.0,1.0,2022-02-05 15:00,2606.0,2606,8592066,2606.0,2606.0,49.719448,-5.022957
285,7,3.1,31.0,260.0,998.0,5.1,87.0,9.0,75.0,1183.0,1.0,1.0,2022-02-05 15:00,2717.0,2717,9077247,2717.0,2717.0,49.719448,-5.012957
286,7,3.1,37.1,250.0,994.9,3.2,87.0,10.0,0.0,1000.0,2.0,1.0,2022-02-05 15:00,2752.0,2752,9293697,2752.0,2752.0,49.719448,-5.002957
287,7,3.17,37.1,250.0,994.9,2.3,87.0,10.0,0.0,1000.0,1.0,1.0,2022-02-05 15:00,2727.0,2727,9080910,2727.0,2727.0,49.719448,-4.992957
288,7,3.27,31.0,260.0,997.0,2.3,81.0,10.0,75.0,1183.0,2.0,1.0,2022-02-05 15:00,974.0,974,413919,974.0,974.0,49.719448,-4.982957
289,7,3.31,37.1,250.0,994.9,3.9,87.0,10.0,0.0,1000.0,1.0,1.0,2022-02-05 15:00,875.0,875,380952,875.0,875.0,49.719448,-4.972956999999999
290,7,3.38,37.1,240.0,994.9,3.5,87.0,10.0,50.0,1003.0,1.0,1.0,2022-02-05 15:00,978.0,978,415251,978.0,978.0,49.719448,-4.962956999999999
